Compa,NAICS,Latit,Longi
TABB FINANCE CO INC,CONSUMER LENDING,33.429974,-82.015989
SUNBELT CREDIT,CONSUMER LENDING,33.475763,-81.967728
CREDITCENTRAL,CONSUMER LENDING,33.474072,-81.962809
ADVANCE AMERICA,CONSUMER LENDING,42.342736,-83.011848
LAFAYETTE FINANCE CO INC & TAX,CONSUMER LENDING,34.705926,-85.285193
AZIMUTH CAPITAL FUNDING,CONSUMER LENDING,42.583703,-83.237549
VFG ASSOCIATES LLC,CONSUMER LENDING,42.354813,-83.333105
QUEENS NY SMALL BUSINESS LOANS,CONSUMER LENDING,40.730189,-73.823943
REPUBLIC COMMERCIAL FUNDING,CONSUMER LENDING,25.697891,-80.366928
COLTRAN LLC,CONSUMER LENDING,40.811191,-73.214757
MID SOUTH COMMUNITY FEDERAL CU,CONSUMER LENDING,32.617603,-83.639977
ACCESS LOAN CO,CONSUMER LENDING,32.009355,-81.110351
RELIANT HOME FUNDING INC,CONSUMER LENDING,40.775444,-73.418381
MGN FUNDING CORP,CONSUMER LENDING,40.676909,-73.819251
TITLE MAX,CONSUMER LENDING,32.859276,-83.614035
CHECK CASHING STORE,CONSUMER LENDING,25.80996,-80.31558
INSTA LOAN,CONSUMER LENDING,25.761757,-80.327136
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,25.587614,-80.359962
NORTH AMERICAN CASH ADVANCE,CONSUMER LENDING,25.76787,-80.36805
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,25.714141,-80.430213
PARTNERS CAPITAL,CONSUMER LENDING,42.356598,-71.050385
CHECK 'N GO,CONSUMER LENDING,42.391911,-83.19853
ADVANCE AMERICA,CONSUMER LENDING,25.768861,-80.369407
ACE CASH EXPRESS,CONSUMER LENDING,25.928243,-80.190112
COMMONWEALTH VENTURE FUNDING,CONSUMER LENDING,42.398081,-71.253718
ADVANCE AMERICA,CONSUMER LENDING,42.38667,-82.949808
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,32.296216,-84.025601
EVERGREEN FUNDING LLC,CONSUMER LENDING,40.64455,-73.693214
ERC,CONSUMER LENDING,31.202114,-82.333279
ATLAS EQUITY GROUP INC,CONSUMER LENDING,25.791469,-80.138319
CHECK 'N GO,CONSUMER LENDING,42.281853,-83.186813
WORLD FINANCE,CONSUMER LENDING,33.988795,-83.719842
TRI COUNTY TITLE LOANS,CONSUMER LENDING,34.131999,-83.215418
QUICK CASH AUTO LOANS,CONSUMER LENDING,25.598483,-80.348457
AMERICAN FINANCIAL SVC GROUP,CONSUMER LENDING,32.002469,-81.102292
WORLD FINANCE,CONSUMER LENDING,30.822832,-83.301389
MARINER FINANCE,CONSUMER LENDING,30.757101,-81.576721
LENDMARK FINANCIAL SVC,CONSUMER LENDING,34.76232,-84.969635
F F B 2 C FUNDING,CONSUMER LENDING,42.356686,-71.060391
CREDIL,CONSUMER LENDING,25.8138,-80.2052
SOUTHEAST AUTO FINANCE,CONSUMER LENDING,25.976823,-80.345147
VERSYS AUTO FINANCE LLC,CONSUMER LENDING,25.949296,-80.205091
GET APPROVED AUTO FINANCING,CONSUMER LENDING,42.200295,-70.956393
LOAN MAX TITLE LOANS,CONSUMER LENDING,38.943054,-95.24424
ADVANCE AMERICA,CONSUMER LENDING,42.700776,-83.398895
ADVANCE AMERICA,CONSUMER LENDING,42.403558,-82.998223
CASH LOAN & SECURITY INC,CONSUMER LENDING,40.928818,-87.155933
CHECK 'N GO,CONSUMER LENDING,42.445835,-83.017748
HARBOR BUSINESS FUNDING,CONSUMER LENDING,40.620233,-73.725117
IMPACT MICROFINANCE FUND,CONSUMER LENDING,42.274062,-83.737019
AMSCOT-THE MONEY SUPERSTORE,CONSUMER LENDING,25.624034,-80.41432
271 FINANCE LLC,CONSUMER LENDING,25.750017,-80.243842
MS MERCHANT ADVANCE,CONSUMER LENDING,40.598486,-73.741328
ARDEC FUNDING CORP,CONSUMER LENDING,40.832777,-73.62908
NICHOLAS FINANCIAL INC,CONSUMER LENDING,42.411113,-83.410667
R H FUNDING,CONSUMER LENDING,40.712922,-73.353397
ONEMAIN FINANCIAL,CONSUMER LENDING,40.39833,-86.851693
ACE CASH EXPRESS,CONSUMER LENDING,25.848281,-80.1844
UNITED CHECK CASHING,CONSUMER LENDING,40.866109,-73.037615
NORTH SHORE LEASING & FUNDING,CONSUMER LENDING,40.815966,-73.259023
NEEDHAM FINANCIAL,CONSUMER LENDING,42.293788,-71.236434
DETROIT PUBLIC SCHOOLS FINANCE,CONSUMER LENDING,42.369164,-83.077011
S B FUNDING CORP,CONSUMER LENDING,40.695051,-73.841546
ONEMAIN FINANCIAL,CONSUMER LENDING,39.914987,-85.383484
LVRG FUNDING-FUELING AMERICA'S,CONSUMER LENDING,42.329921,-83.047162
GOLDEN PEAR FUNDING,CONSUMER LENDING,40.729458,-73.60343
HEIGHTS FINANCE CORP,CONSUMER LENDING,37.995104,-87.492371
SIGNAL FINANCE,CONSUMER LENDING,25.733562,-80.306156
SOUTHWEST FUNDING MI,CONSUMER LENDING,42.505537,-83.287205
U M EQUITY PARTNERS LLC,CONSUMER LENDING,25.891185,-80.176158
680 EAST 231 FUNDING LP,CONSUMER LENDING,40.631296,-73.708935
MED LOAN FINANCE,CONSUMER LENDING,38.85932,-94.708616
MIDNITE HOUR FUNDING LLC,CONSUMER LENDING,40.704106,-73.632914
HOME LOAN SPECIALISTS,CONSUMER LENDING,42.380432,-83.399658
KAW VALLEY STATE BANK,CONSUMER LENDING,38.94531,-95.099195
CHAPIN FUNDING CORP,CONSUMER LENDING,40.80132,-73.5939
BEACON CU AG GROUP,CONSUMER LENDING,38.652068,-87.169604
L V LENDING LLC,CONSUMER LENDING,25.767577,-80.19692
MARINER FINANCE,CONSUMER LENDING,39.830563,-84.846016
SPECIALTY VEHICLE FUNDING GRP,CONSUMER LENDING,40.786709,-73.414718
RKS CAPITAL FUNDING,CONSUMER LENDING,25.771917,-80.186871
LITIGATION FUNDING LLC,CONSUMER LENDING,42.470512,-83.260017
TOTAL FINANCE EXPRESS,CONSUMER LENDING,25.810637,-80.326439
CREDIT ACCEPTANCE,CONSUMER LENDING,42.429117,-83.423202
LENNOX ROAD EQUITY LLC,CONSUMER LENDING,25.694943,-80.300637
DYNAMIZING EQUITY,CONSUMER LENDING,42.323119,-71.080299
ADVANCE AMERICA,CONSUMER LENDING,40.427005,-86.877092
Y S L FUNDING GROUP LLC,CONSUMER LENDING,40.621191,-73.729532
ADVANCE AMERICA,CONSUMER LENDING,40.387532,-86.903042
FLAT RATE FUNDING GROUP,CONSUMER LENDING,42.397706,-83.369066
MARINER FINANCE,CONSUMER LENDING,39.164521,-86.53741
J B LENDING LLC,CONSUMER LENDING,40.587481,-73.721594
FLAGSTAR BANK HOME LOAN CTR,CONSUMER LENDING,42.281764,-83.750224
FORD MOTOR CREDIT CO LLC,CONSUMER LENDING,42.31475,-83.209399
ADVANCE AMERICA,CONSUMER LENDING,40.925263,-87.155707
HITACHI BUSINESS FINANCE,CONSUMER LENDING,42.484688,-83.154996
PIG CAPITAL FUNDING GROUP LLC,CONSUMER LENDING,42.414852,-83.420329
CHECKSMART,CONSUMER LENDING,42.620085,-83.319671
CAPITAL DISCOUNT,CONSUMER LENDING,40.662993,-73.52752
RONDA FINANCE CO LLC,CONSUMER LENDING,25.807486,-80.193382
LIKO FINANCE LLC,CONSUMER LENDING,25.60352,-80.350094
ECOLOGIC FINANCE INC,CONSUMER LENDING,42.366217,-71.103814
SIGNATURE FINANCE,CONSUMER LENDING,42.082109,-70.966883
RUSH LENDING INC,CONSUMER LENDING,25.852779,-80.194129
ITT COMMERCIAL FINANCE CORP,CONSUMER LENDING,39.837018,-74.97093
STAR EQUITY CORP,CONSUMER LENDING,26.031824,-80.191471
MEDCAP GROWTH EQUITY GP LTD,CONSUMER LENDING,42.3776,-71.1247
NORTHPOINTE BANK-LOAN CTR,CONSUMER LENDING,39.7529,-75.1018
CONVENIENT FINANCE,CONSUMER LENDING,25.746627,-80.257417
ACE CASH EXPRESS,CONSUMER LENDING,25.784828,-80.132187
O P LENDING LLC,CONSUMER LENDING,25.66112,-80.32536
WASS LENDING LLC,CONSUMER LENDING,25.762368,-80.190428
DOWNTOWN DAVIE LENDERS LLC,CONSUMER LENDING,25.916373,-80.307393
ONEMAIN FINANCIAL,CONSUMER LENDING,40.776782,-73.419207
ONEMAIN FINANCIAL,CONSUMER LENDING,40.242904,-74.27584
SYOSSET EQUITIES CORP,CONSUMER LENDING,40.82488,-73.503686
CHECK CASHING USA,CONSUMER LENDING,25.700365,-80.360868
TAFS INC,CONSUMER LENDING,38.838251,-94.818011
SIMPLIFAST LENDING,CONSUMER LENDING,39.050028,-94.612023
HISTORY MAKERS FINANCE GROUP,CONSUMER LENDING,25.961804,-80.205357
F 3 E A FUNDING LLC,CONSUMER LENDING,25.766427,-80.189497
MARINER FINANCE,CONSUMER LENDING,40.044786,-86.883429
PROSPER BUSINESS SOLUTIONS,CONSUMER LENDING,40.218835,-74.261543
VIASOURCE FUNDING GROUP LLC,CONSUMER LENDING,40.169374,-74.089092
CREDIT AUTO LOANS LLC,CONSUMER LENDING,25.783418,-80.190087
FINANCE 2000 INC,CONSUMER LENDING,25.733289,-80.375835
RETAIL CHARGE FNCL SVCE CORP,CONSUMER LENDING,40.662993,-73.52752
ACE CASH EXPRESS,CONSUMER LENDING,39.747538,-74.999389
TRANSPORT FUNDING LLC,CONSUMER LENDING,38.928472,-94.687595
MMJ LOANS,CONSUMER LENDING,40.848826,-74.825466
CHECK INTO CASH,CONSUMER LENDING,38.423272,-86.938104
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,38.364057,-86.943153
OCEAN CAPITAL FUNDING LLC,CONSUMER LENDING,25.985644,-80.125207
LORCAN FINANCE,CONSUMER LENDING,25.693096,-80.157999
MORSE MINISTRIES FUND,CONSUMER LENDING,39.075933,-95.388529
US BANK,CONSUMER LENDING,38.971673,-94.701209
PEAK AUTOMOTIVE FUNDING INC,CONSUMER LENDING,40.668606,-73.436905
WHARTON EQUITY PARTNERS LLC,CONSUMER LENDING,25.885003,-80.122932
BEACON HILL FUNDING,CONSUMER LENDING,42.466621,-71.055308
FORTREN FUNDING,CONSUMER LENDING,39.931321,-75.051245
ELEMENT FUNDING,CONSUMER LENDING,35.053658,-80.851524
NEW YORK BUSINESS DEV CORP,CONSUMER LENDING,40.774234,-73.423171
MARTIN COUNTY CO OP CU,CONSUMER LENDING,38.674942,-86.914223
OMNI COMMERCIAL FINANCING,CONSUMER LENDING,35.287647,-80.729252
HOMETOWN EQUITY PARTNERS,CONSUMER LENDING,35.0541,-80.8194
PROFESSIONAL FINANCIAL SVC,CONSUMER LENDING,35.134522,-80.913302
CAPITAL INTERNATIONAL,CONSUMER LENDING,25.759757,-80.190679
OMNI,CONSUMER LENDING,35.10115,-78.989544
WORLD FINANCE,CONSUMER LENDING,38.405,-86.9385
ONEMAIN FINANCIAL,CONSUMER LENDING,40.431389,-86.857155
F M G FINANCE MGMT GROUP LLC,CONSUMER LENDING,25.839284,-80.120388
AG EQUITIES CORP,CONSUMER LENDING,25.772889,-80.190521
AMERICAN INVESTMENT SVC,CONSUMER LENDING,25.780346,-80.220125
CHECK CASHING STORE,CONSUMER LENDING,25.765722,-80.207263
ONEMAIN FINANCIAL,CONSUMER LENDING,40.004155,-74.794873
EQUITY LOANS LLC,CONSUMER LENDING,39.7102,-74.2592
LEND NATION,CONSUMER LENDING,38.8689,-94.820488
CAPE FEAR FINANCE CO,CONSUMER LENDING,35.05194,-78.878816
TROPICAL BREEZE FINANCE LLC,CONSUMER LENDING,25.843194,-80.31352
GAUNTLET FUNDING LLC,CONSUMER LENDING,40.781776,-73.438187
PEOPLE FUNDING,CONSUMER LENDING,40.801493,-74.366296
SITE FINANCIAL SVC INC,CONSUMER LENDING,40.680828,-73.469614
STUDENT LOAN RELIEF SOLUTIONS,CONSUMER LENDING,25.787478,-80.352426
EQUITY CHARTERING-TRADING CORP,CONSUMER LENDING,25.752629,-80.261186
B R C A FINANCE CORP,CONSUMER LENDING,25.779147,-80.260159
AMERIBEST PAYDAY LOANS-CHECK,CONSUMER LENDING,38.897842,-94.778694
ODYSSEY AIR FINANCE LLC,CONSUMER LENDING,38.971625,-95.237566
GOPPERT STATE SVC BANK,CONSUMER LENDING,38.622517,-95.25264
BLUE RIDGE BANK,CONSUMER LENDING,35.043687,-78.927432
ONEMAIN FINANCIAL,CONSUMER LENDING,34.930987,-79.763061
TIME FINANCING SVC,CONSUMER LENDING,35.066307,-78.898578
CITI WIDE,CONSUMER LENDING,40.678015,-73.417999
ONEMAIN FINANCIAL,CONSUMER LENDING,39.090063,-74.817604
EQUITY INC,CONSUMER LENDING,35.229212,-80.861696
ADVANCE AMERICA,CONSUMER LENDING,40.39833,-86.851693
ORACLE FUNDING INC,CONSUMER LENDING,40.868533,-73.020999
FL EQUITIES LLC,CONSUMER LENDING,40.724829,-73.563206
GPC FUNDING,CONSUMER LENDING,25.779767,-80.233059
ONEMAIN FINANCIAL,CONSUMER LENDING,40.290814,-74.035611
YES FUNDING CORP,CONSUMER LENDING,40.805031,-73.204532
OMNI FUNDING CORP OF AMERICA,CONSUMER LENDING,40.715919,-73.391899
RICHMOND COUNTY FINANCE,CONSUMER LENDING,34.938141,-79.773362
I CAN GET YOU OUT-JAIL BAIL,CONSUMER LENDING,35.221013,-80.835233
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,40.046867,-86.867414
EMPIRE FINANCIAL,CONSUMER LENDING,39.115827,-94.773515
LOAN 365,CONSUMER LENDING,25.788655,-80.189236
US COMMERCIAL FUNDING CORP,CONSUMER LENDING,25.760517,-80.191723
LEAVENWORTH TEACHERS-CMNTY CU,CONSUMER LENDING,39.302779,-94.909293
DIAMOND CAPITAL FINANCE,CONSUMER LENDING,25.779589,-80.225369
FT TRADE,CONSUMER LENDING,25.77982,-80.295964
US COMMERCIAL PVT FUNDING LLC,CONSUMER LENDING,25.892299,-80.163314
HOME CREDIT CORP,CONSUMER LENDING,34.7778,-79.4628
EQUITY LOANS LLC,CONSUMER LENDING,39.679005,-74.236027
VEHICLE SOLUTIONS FINANCE LLC,CONSUMER LENDING,25.698256,-80.163626
MARINER FINANCE,CONSUMER LENDING,34.306574,-78.715911
MIDWEST AG FINANCE,CONSUMER LENDING,40.033018,-86.860441
NAORTH MARQ,CONSUMER LENDING,39.942933,-74.954722
IMPERIAL FINANCE CO,CONSUMER LENDING,35.201769,-78.066044
CAPCONNECT FUNDING GROUP,CONSUMER LENDING,40.691117,-74.578977
ACE CASH EXPRESS,CONSUMER LENDING,39.102471,-94.626723
LINMARK,CONSUMER LENDING,35.0817,-78.9555
ATLANTIC COAST FINANCIAL SVC,CONSUMER LENDING,34.21851,-77.886355
LOVE FUNDING CORP,CONSUMER LENDING,39.011491,-94.611742
CHARLOTTE FACTORS INC,CONSUMER LENDING,35.30238,-80.754463
NATIONAL FINANCE CO,CONSUMER LENDING,35.142193,-79.423262
BASIC FINANCE INC,CONSUMER LENDING,34.808684,-79.171859
FIRST FINANCIAL BANK,CONSUMER LENDING,38.990999,-88.168022
HEALEY DEVELOPMENT LLC,CONSUMER LENDING,40.785843,-74.467882
K C LENDING LLC,CONSUMER LENDING,38.958735,-94.741952
ONEMAIN FINANCIAL,CONSUMER LENDING,38.687875,-87.507395
BARCLAY STREET GROUP LLC,CONSUMER LENDING,40.840605,-73.391233
ARLINGTON FUNDING GROUP,CONSUMER LENDING,40.8215,-74.421
NORTHPOINTE BANK-LOAN CTR,CONSUMER LENDING,40.692021,-74.576803
ONEMAIN FINANCIAL,CONSUMER LENDING,34.621026,-79.00876
CARDINAL FINANCE CO-LUMBERTON,CONSUMER LENDING,34.61955,-79.007449
WORLD FINANCE,CONSUMER LENDING,40.3895,-86.8449
LAKEVIEW FUNDING,CONSUMER LENDING,40.667033,-73.44032
MOUNTAIN FUNDING,CONSUMER LENDING,35.060426,-80.836935
ACE CASH EXPRESS,CONSUMER LENDING,34.975628,-78.949997
UNITED CHECK CASHING,CONSUMER LENDING,40.048246,-74.877677
ONEMAIN FINANCIAL,CONSUMER LENDING,37.947524,-86.770179
LEND NATION,CONSUMER LENDING,38.560106,-90.173491
TROPHY FINANCIAL,CONSUMER LENDING,34.752544,-79.4804
LUMBEE GUARANTY BANK,CONSUMER LENDING,34.621123,-79.004205
FUTURE FINANCIAL SVC,CONSUMER LENDING,34.999049,-78.093421
ONEMAIN FINANCIAL,CONSUMER LENDING,39.46515,-87.405485
RIVER STYX LENDING,CONSUMER LENDING,40.829389,-74.708103
LEND NATION,CONSUMER LENDING,38.592789,-89.977936
ONEMAIN FINANCIAL,CONSUMER LENDING,34.99073,-78.34906
ALPHA DOGS OF THE DOW FUND LLC,CONSUMER LENDING,35.228379,-80.859648
REGIONAL FINANCE,CONSUMER LENDING,35.317125,-80.739953
ASTORIA EQUITIES GROUP LLC,CONSUMER LENDING,40.801229,-73.611655
HOME SOLUTIONS,CONSUMER LENDING,40.786165,-73.225473
ONE WAY FUNDING,CONSUMER LENDING,40.776306,-73.529689
CROSS COUNTRY EQUITY LLC,CONSUMER LENDING,35.313691,-80.835869
AUTO CREDIT WAREHOUSE,CONSUMER LENDING,40.86565,-73.041913
MARINER FINANCE,CONSUMER LENDING,38.650926,-87.153533
M S W ENERGY FINANCE CO II INC,CONSUMER LENDING,40.774769,-74.467776
SEACOAST COMMERCE BANK SBA,CONSUMER LENDING,40.691117,-74.578977
FARM CREDIT,CONSUMER LENDING,40.937341,-87.152533
ONEMAIN FINANCIAL,CONSUMER LENDING,38.923043,-90.172081
BRIAN DIEZ-MORTGAGE ADVISOR,CONSUMER LENDING,40.732825,-73.612414
J D FACTORS,CONSUMER LENDING,39.90242,-74.936737
WORLD FINANCE,CONSUMER LENDING,39.406445,-88.811818
WORLD FINANCE,CONSUMER LENDING,37.933244,-87.890254
RALESA FINANCIAL & DEVELOPMENT,CONSUMER LENDING,38.8185,-89.9485
FYPM CONSULTING CORP,CONSUMER LENDING,40.6887,-73.3737
EQUITY LOANS,CONSUMER LENDING,40.667936,-73.436953
CHECK 'N GO,CONSUMER LENDING,40.202478,-87.625906
SUN LOAN CO,CONSUMER LENDING,40.198867,-87.628331
LENDING HAND INC,CONSUMER LENDING,40.930798,-87.155701
PLATINUM FINANCIAL SVC,CONSUMER LENDING,40.783375,-74.70343
WISE FINANCE OF QUINCY,CONSUMER LENDING,39.93818,-91.33617
AAA COMMUNITY FINANCE,CONSUMER LENDING,38.592251,-89.974503
SUN FUNDING,CONSUMER LENDING,39.927322,-74.992572
ADVANCE AMERICA,CONSUMER LENDING,39.5522,-95.1347
WORLD FINANCE,CONSUMER LENDING,38.645621,-90.015939
REGIONAL FINANCE CORP,CONSUMER LENDING,34.200866,-77.923267
WELLS FARGO FINANCIAL LEASING,CONSUMER LENDING,41.83787,-89.724307
ONEMAIN FINANCIAL,CONSUMER LENDING,36.398165,-81.478816
ARBOR MULTIFAMILY LENDING LLC,CONSUMER LENDING,40.725191,-73.587104
ALL SERVICE FUNDING CORP,CONSUMER LENDING,40.7388,-73.2595
533 KNICKERBOCKER FUNDING LP,CONSUMER LENDING,40.631296,-73.708935
ONEMAIN FINANCIAL,CONSUMER LENDING,34.24194,-77.864422
BANK OF COMMERCE,CONSUMER LENDING,37.266026,-97.399725
COURTESY LOANS,CONSUMER LENDING,39.484201,-88.189714
CHECK INTO CASH,CONSUMER LENDING,40.019391,-86.903734
LEND NATION,CONSUMER LENDING,38.541995,-90.024217
EAST CAROLINA DEVELOPMENT,CONSUMER LENDING,35.267178,-77.625392
TITLE MAX,CONSUMER LENDING,39.722787,-90.256668
TOWER LOAN,CONSUMER LENDING,39.723549,-90.235827
BASIC FINANCE INC,CONSUMER LENDING,34.9381,-79.7763
ONEMAIN FINANCIAL,CONSUMER LENDING,40.819494,-73.201523
HEIGHTS FINANCE CORP,CONSUMER LENDING,40.780854,-89.603533
REGIONAL ACCEPTANCE CORP,CONSUMER LENDING,34.244098,-77.946737
TRIDENT FUNDING CORP LLC,CONSUMER LENDING,35.106517,-77.038778
SUN LOAN CO,CONSUMER LENDING,38.978093,-89.11293
MIDWEST TITLE LOANS INC,CONSUMER LENDING,39.416712,-87.693393
WORLD FINANCE CORP OF IL,CONSUMER LENDING,39.476032,-88.375955
SECURITY FINANCE,CONSUMER LENDING,38.79583,-89.950623
G C LENDING LLC,CONSUMER LENDING,40.627214,-73.656192
CREEKSIDE FINANCE INC,CONSUMER LENDING,35.790199,-80.859047
AB FINANCING LLC,CONSUMER LENDING,40.708502,-74.355951
CASCADE FUNDING CORP,CONSUMER LENDING,40.738538,-73.64449
MARINER FINANCE,CONSUMER LENDING,39.484069,-88.180881
CHECK INTO CASH,CONSUMER LENDING,40.13151,-88.258152
MARINER FINANCE,CONSUMER LENDING,39.122311,-88.543524
AZRAEL CONSULTING CO,CONSUMER LENDING,40.732688,-73.186466
MILESTONE CAPITAL FUNDING,CONSUMER LENDING,39.753114,-74.968437
ABERDEEN FUNDING INC,CONSUMER LENDING,35.601318,-82.960837
CAM EQUITIES LLC,CONSUMER LENDING,40.726938,-73.179075
ATLANTIC AVE AUTO AUCTION,CONSUMER LENDING,40.697327,-73.815046
BASIC FINANCE,CONSUMER LENDING,35.784803,-80.882615
SFL FUNDING,CONSUMER LENDING,40.854748,-73.154739
ONEMAIN FINANCIAL,CONSUMER LENDING,39.806145,-74.935038
CHECKSMART,CONSUMER LENDING,38.883442,-94.799141
PRAIRIE STATE BANK & TRUST,CONSUMER LENDING,39.484754,-88.188499
FIRST FEDERAL SAVINGS & LOAN,CONSUMER LENDING,39.483739,-88.192838
CUSTOM CAPITAL CORP,CONSUMER LENDING,40.732688,-73.186466
E CAPITAL,CONSUMER LENDING,40.7662,-73.8256
WORLD FINANCE,CONSUMER LENDING,39.462654,-87.413503
SILVER BAY LENDING,CONSUMER LENDING,40.855821,-73.198043
MIDWEST TITLE LOANS,CONSUMER LENDING,38.231619,-88.005649
CASH EXPRESS OF NEWTON,CONSUMER LENDING,38.989839,-88.163746
WORLD FINANCE,CONSUMER LENDING,40.011304,-86.903942
WORLD FINANCE,CONSUMER LENDING,38.013087,-87.574341
PRIME AUTO FINANCE INC,CONSUMER LENDING,39.935963,-91.336895
WORLD FINANCE,CONSUMER LENDING,38.5297,-89.9398
TD EQUIPMENT FINANCE,CONSUMER LENDING,39.913636,-74.96402
LOAN MAX TITLE LOANS,CONSUMER LENDING,38.93898,-95.260185
NATIONAL FORECLOSURE CONSLNT,CONSUMER LENDING,39.915761,-74.954776
MARINER FINANCE,CONSUMER LENDING,39.427554,-87.422666
NLC LOANS-MARLTON,CONSUMER LENDING,39.910567,-74.93453
HEIGHTS FINANCE CORP,CONSUMER LENDING,40.127907,-88.275719
TOWER LOAN,CONSUMER LENDING,40.460955,-88.990038
ESSENTIAL FUNDING LLC,CONSUMER LENDING,40.699605,-73.837189
ROCKHALL FUNDING CORP,CONSUMER LENDING,40.75585,-73.55162
96 TOMOKINS FUNDING LP,CONSUMER LENDING,40.631296,-73.708935
COMMERCIAL CENTER,CONSUMER LENDING,39.909798,-74.991021
CALVERTON FUNDING GROUP,CONSUMER LENDING,40.766502,-73.014495
PORT FUNDING INC,CONSUMER LENDING,40.731708,-73.186256
STEELE PEER PERSONAL FUNDING,CONSUMER LENDING,39.735667,-75.006041
HEIGHTS FINANCE CORP,CONSUMER LENDING,40.368557,-86.875308
CHECK INTO CASH,CONSUMER LENDING,41.359983,-89.123749
LAVA FUNDING LLC,CONSUMER LENDING,39.789651,-75.054676
ONEMAIN FINANCIAL,CONSUMER LENDING,39.141012,-88.564531
WORLD FINANCE,CONSUMER LENDING,39.117951,-90.326928
HEIGHTS FINANCE CORP,CONSUMER LENDING,39.125107,-88.557048
SECURITY FINANCE,CONSUMER LENDING,39.845875,-88.960159
TIME FINANCING SVC,CONSUMER LENDING,34.752902,-77.998734
TOWER LOAN,CONSUMER LENDING,39.1229,-88.540412
MED TECH FUNDING LLC,CONSUMER LENDING,40.624217,-73.635532
ASEAN CAPITAL,CONSUMER LENDING,40.765332,-73.012512
CHECK INTO CASH,CONSUMER LENDING,38.935009,-95.262288
HERMAN'S PAWN SHOP,CONSUMER LENDING,38.658817,-90.042746
WELCOME FINANCE CO,CONSUMER LENDING,35.746806,-81.689325
SEAVIEW FUNDING LLC,CONSUMER LENDING,40.827667,-74.709541
SIGNATURE SMALL BUSINESS LOANS,CONSUMER LENDING,40.700807,-73.621138
SUN LOAN CO,CONSUMER LENDING,39.471809,-88.37606
CHECKSMART,CONSUMER LENDING,39.115636,-94.763688
SMOKY MOUNTAIN FUNDING,CONSUMER LENDING,35.308014,-82.461797
LOAN MAX TITLE LOANS,CONSUMER LENDING,39.116254,-94.69244
ONEMAIN FINANCIAL,CONSUMER LENDING,34.344864,-78.708176
WELCOME FINANCE CO,CONSUMER LENDING,36.160692,-81.146837
LEND NATION,CONSUMER LENDING,39.105699,-94.648393
ONEMAIN HOLDINGS INC,CONSUMER LENDING,37.976044,-87.57874
COMQUIP CAPITOL & LEASING INC,CONSUMER LENDING,40.909575,-73.357441
UNITED CHECK CASHING,CONSUMER LENDING,39.890217,-75.090314
PALACE HARDWARE,CONSUMER LENDING,38.49953,-94.94862
CASH 2 GO,CONSUMER LENDING,39.558847,-95.12778
BLUE WATER FINANCE,CONSUMER LENDING,34.239892,-77.87579
SIGNATURE FINANCIAL LLC,CONSUMER LENDING,40.785397,-73.415337
KRISTEN CLARKE-CMG FNCL MTG,CONSUMER LENDING,39.917049,-74.95029
ADVANCE AMERICA,CONSUMER LENDING,39.287,-94.9054
ALLIED FINANCIAL SVC,CONSUMER LENDING,36.161754,-81.140365
B H E P ALLIANCE HOUSING,CONSUMER LENDING,40.771995,-72.95477
TRIBAL LOAN CO LL,CONSUMER LENDING,40.352264,-74.06443
TITLE LOANS OF AMERICA,SALES FINANCING,39.8265,-88.9234
UNITED CHECK CASHING,CONSUMER LENDING,40.830929,-73.087746
SUPREME LENDING,CONSUMER LENDING,40.653545,-73.582347
DUANE A STUKER,CONSUMER LENDING,33.937929,-78.11628
UNITED BUSINESS FUNDING,CONSUMER LENDING,40.83349,-73.038149
SOUTHERN LOANS INC,CONSUMER LENDING,34.195249,-77.937222
CASH 2 GO,CONSUMER LENDING,38.622861,-95.267464
THELLMAN FINANCIAL,CONSUMER LENDING,38.938714,-94.663191
ONEMAIN FINANCIAL,CONSUMER LENDING,37.976044,-87.57874
CAPITAL SOLUTIONS,CONSUMER LENDING,38.57805,-90.182881
HEARTLAND BUSINESS CAPITAL,CONSUMER LENDING,38.933436,-94.689532
UNITED EQUITY LLC,CONSUMER LENDING,38.95761,-95.305964
AMERICAN GENERAL FINANCIAL SVC,CONSUMER LENDING,34.740999,-77.969646
CHECK 'N GO,CONSUMER LENDING,39.830766,-89.631988
CASH STORE,CONSUMER LENDING,38.758835,-89.683342
ARMED FORCES BANK,CONSUMER LENDING,39.288307,-94.905762
EAST CAROLINA REALTY SVC,CONSUMER LENDING,35.2655,-77.6442
MLB RESIDENTIAL LENDING LLC,CONSUMER LENDING,40.911725,-74.035045
NORTHPOINTE BANK-LOAN CTR,CONSUMER LENDING,34.221085,-77.818713
UNIVERSAL FINANCE INC,CONSUMER LENDING,35.778,-80.9103
IQ EQUITY SOLUTIONS LLC,CONSUMER LENDING,40.854465,-73.398706
FARM CREDIT MID-AMERICA ACA,CONSUMER LENDING,38.629628,-87.16644
NEWLINE LOAN LLC,CONSUMER LENDING,34.242906,-77.821244
WORLD FINANCE,CONSUMER LENDING,40.308085,-88.154956
HANOVER MORTGAGE CONSULTANTS,CONSUMER LENDING,34.23378,-77.948767
