tract,u1,1t4,5t9,10t14,15t19,20t24,25t34,35t44,45t54,55t64,65t74,75t84,85p,Total
12086000307,,,,,,,1,,2,9,9,7,9,37
12086000308,,,,,,,2,1,1,2,11,6,10,33
12086000402,1,,,,,1,2,,4,9,7,3,12,39
12086000403,2,,,,1,1,3,5,7,11,14,15,22,81
12086000404,,,,1,,,2,3,11,16,13,9,7,62
12086000405,,,,,,,2,,2,7,7,8,6,32
12086000408,,,,1,1,1,1,7,4,16,21,14,6,72
12086000409,,,,,1,,,2,2,7,6,3,5,26
12086000410,,,,,1,,,1,4,4,11,9,5,35
12086000411,1,,,,,,1,2,4,7,8,5,5,33
12086000412,3,,,,,1,1,,4,14,15,16,9,63
12086000413,3,,,,,1,2,2,3,5,6,4,9,35
12086000414,2,,,,,1,1,,4,5,8,9,8,38
12086000501,,1,,,,2,7,4,5,9,13,8,16,65
12086000503,,,,,2,1,2,1,3,16,8,13,7,53
12086000504,,,,,,,,1,5,4,10,9,7,36
12086000505,,,,,,1,,,2,1,2,14,12,32
12086000601,,1,,,,1,1,1,4,6,6,12,25,57
12086000602,1,,,,1,2,1,1,3,2,9,12,21,53
12086000603,,,,,,,1,,4,4,9,16,28,62
12086000604,,,,,,,,1,2,5,11,36,39,94
12086000605,,,,,,,1,3,1,1,2,18,36,62
12086000607,1,,,,,,,1,2,4,6,18,24,56
12086000608,,,,,1,,,2,4,7,12,20,26,72
12086000705,1,,,,,,,2,2,1,9,21,26,62
12086000706,,,,,,,,1,6,5,14,13,42,81
12086000707,2,,,,,,,,4,8,6,23,24,67
12086000708,,,,,,1,,,,2,9,17,28,57
12086000709,,,,,,1,2,2,3,3,10,28,27,76
12086000710,,,1,,,2,,,,4,9,20,21,57
12086000711,,,,,1,1,2,1,6,5,3,16,33,68
12086000712,,,,,,,,,,2,2,7,9,20
12086000804,,,,,,,1,,2,4,6,8,25,46
12086000805,1,,,,,,,3,1,4,5,12,35,61
12086000806,,,,,,,2,,3,6,14,25,32,82
12086000807,,,,,,,,1,1,8,7,14,9,40
12086000808,,,,,,,,,2,9,12,13,7,43
12086000901,1,,,,,,4,5,4,15,9,21,13,72
12086000902,1,,,,1,,1,2,4,12,15,25,22,83
12086000903,1,,,,,,3,2,2,6,4,8,12,38
12086001002,,1,,1,,3,2,4,8,12,12,21,16,80
12086001003,,,,,2,,3,1,6,10,10,16,8,56
12086001004,4,,,1,4,4,6,5,7,14,9,11,8,73
12086001005,2,,,,,1,,,2,4,9,14,12,44
12086001006,,1,,1,,,,1,2,9,6,12,2,34
12086001101,,,,,,1,1,,,5,14,16,17,54
12086001102,,,,,1,1,1,3,3,3,8,17,10,47
12086001103,,,,,1,,2,2,1,5,7,5,9,32
12086001104,,,,,,,,,,3,7,8,15,33
12086001203,1,,1,,,1,2,5,4,9,7,9,5,44
12086001204,,,,,,1,1,3,2,5,14,12,19,57
12086001205,,,,,,,,,1,4,4,5,12,26
12086001206,,,,,,,1,,1,3,4,8,21,38
12086001301,,,,,,,1,1,1,4,5,6,11,29
12086001302,,,,,,,,,3,6,3,10,8,30
12086001401,,,,,,,4,,6,9,8,8,3,38
12086001402,1,1,,,,1,2,,7,9,21,9,2,53
12086001501,,,,,1,,4,4,6,11,5,2,2,35
12086001502,3,,,,,,5,2,6,13,11,5,3,48
12086001602,,,,,,1,,2,1,6,11,18,21,60
12086001603,,,,,,1,,,,4,6,14,26,51
12086001605,,,,,,1,1,1,1,7,8,7,14,40
12086001606,,,,,,,,1,1,6,4,11,11,34
12086001701,1,,,,1,,3,5,4,8,9,7,4,42
12086001702,1,,,,,,2,,2,8,8,4,4,29
12086001703,2,,,,,,,,2,9,8,13,12,46
12086001801,,,,,1,,3,1,3,6,5,8,9,36
12086001802,1,,,,1,1,2,2,1,6,6,17,2,39
12086001803,,,,,,,,1,4,6,8,11,10,40
12086001901,,,,,,1,3,1,7,6,12,9,10,49
12086001903,2,,,,1,1,2,1,1,9,5,7,10,39
12086001904,,,,,1,,2,1,5,8,9,13,7,46
12086002001,,,,,,1,,3,5,11,7,8,4,39
12086002003,,,,,1,,,,3,5,10,6,1,26
12086002004,1,1,,,1,1,,,2,4,7,3,3,23
12086002100,,,,,,,,,2,3,2,4,5,16
12086002201,1,,,,,,1,1,1,9,7,15,45,80
12086002202,,,,,,3,2,2,6,6,15,9,11,54
12086002300,1,,,,1,1,2,2,9,6,4,14,19,59
12086002402,,,,,,,1,,3,12,16,15,20,67
12086002403,1,,1,,,1,2,2,2,6,6,8,11,40
12086002404,,,,,,2,,,5,8,16,21,22,74
12086002501,,,,,1,,2,1,4,5,5,8,8,34
12086002502,,,,,,,,2,,2,6,10,9,29
12086002600,,,,,,,,2,5,3,6,3,7,26
12086002702,,,,,,,,1,2,1,5,3,4,16
12086002703,,,,,,,,,,3,1,3,7,14
12086002705,,,,,,,1,,1,1,3,2,11,19
12086002706,,,,,,,1,,,3,2,3,2,11
12086002800,,,,,,1,,3,1,3,3,1,1,13
12086002900,,,,,,,1,,2,6,11,14,14,48
12086003001,2,,,,,,,2,2,2,11,18,16,53
12086003003,,,,,,,3,2,5,11,5,9,12,47
12086003004,,,,,,,,1,3,7,10,16,8,45
12086003100,2,1,,,1,2,4,4,6,18,13,3,2,56
12086003400,,,,1,,,2,1,2,8,6,7,3,30
12086003601,1,,,,1,,,,3,8,9,12,10,44
12086003602,1,,,,,1,2,1,3,7,16,19,16,66
12086003702,,,,,1,,,3,1,3,4,4,,16
12086003703,,,,,,,,,,,3,,,3
12086003704,,,,,,,,1,1,2,2,1,,7
12086003705,,,,,,,,,,,,,,
12086003706,,,,,,,,,,,,,,
12086003707,,,,,,,,1,,1,1,2,4,9
12086003801,,,,,,,1,,,3,5,10,11,30
12086003803,,,,,,,,1,,1,4,5,25,36
12086003804,,,,,,,,1,1,1,5,6,16,30
12086003906,,,,,,,,,,,4,3,13,20
12086003909,,,,,,,,,,2,2,6,5,15
12086003911,,,,,,,,,2,4,4,4,8,22
12086003912,,,,,,,,,1,1,3,9,9,23
12086003913,,,,,,,,1,,6,3,2,12,24
12086003914,,,,,,,,1,,3,5,6,12,27
12086003915,1,,,,,,,1,5,3,9,7,10,36
12086003916,,,,,,,,1,,4,3,4,4,16
12086003917,,,,,,,1,,2,8,11,14,16,52
12086003918,,,1,,,,,,,2,2,,3,8
12086003919,,,,,,1,,1,1,,2,4,11,20
12086003921,,,,,,,,1,,,2,3,13,19
12086003922,,,,,,,1,,1,1,,5,6,14
12086004000,,,,,,,1,,,3,8,5,16,33
12086004102,,,,,,,,1,,2,2,2,8,15
12086004103,,,,,,,,,3,3,3,9,10,28
12086004105,,,,,,1,,,,2,1,5,9,18
12086004106,,,,,,,,1,2,5,2,3,5,18
12086004203,,,,,,,,1,4,1,,1,8,15
12086004204,,,,,,,,2,3,3,1,6,2,17
12086004205,,,,,,,,,,1,1,3,4,9
12086004206,,,,,,,1,,,2,2,3,7,15
12086004301,,,,,,,1,1,2,1,1,3,4,13
12086004303,,,,,,,1,,,3,,2,2,8
12086004304,1,,,,,1,1,,1,1,1,5,4,15
12086004403,,,,,,,,2,,1,4,8,7,23
12086004404,,,,,,,,1,,5,2,5,11,24
12086004405,,,,,,,1,,,5,5,1,6,18
12086004406,,,,,,,,1,1,2,3,4,5,16
12086004500,1,,,,,,,1,,,7,17,29,55
12086004602,,,,,,,,1,,,3,6,15,25
12086004605,,,,,,,,,,3,1,3,12,19
12086004607,,,,,,1,,,,,1,6,10,18
12086004608,,,,,,,1,,,,,3,3,7
12086004701,,,,,,,,1,3,4,8,12,14,42
12086004702,,,,,1,,2,,4,4,6,15,23,55
12086004703,,,,,,,1,1,3,8,15,31,45,104
12086004901,,,,,,1,1,,3,,4,3,3,15
12086004902,,,,,,,,,2,2,10,21,35,70
12086005001,1,,,,,,1,,3,7,4,25,29,70
12086005002,1,,,,,,2,1,4,5,7,14,32,66
12086005102,,,,,,,1,,1,4,8,20,21,55
12086005103,,,,,,,1,,,1,6,8,11,27
12086005104,,,,,,,,1,1,7,7,10,9,35
12086005201,,,,,1,1,1,1,2,6,5,12,13,42
12086005202,1,,,,,1,2,4,3,4,9,21,32,77
12086005302,,,,,,,1,1,3,9,2,30,37,83
12086005303,,,,,,,1,1,2,1,4,4,8,21
12086005304,,,,,,,,1,2,6,11,10,9,39
12086005403,,,,,,,,1,,1,4,5,7,18
12086005405,2,,,1,,,,1,,5,3,6,12,30
12086005406,,,,,1,,3,1,1,4,2,10,10,32
12086005407,,,,,,,,,,4,4,10,12,30
12086005409,,,,,,,1,4,3,7,11,11,17,54
12086005410,,,,1,,,1,,,2,2,12,10,28
12086005501,,,,,,1,,2,3,9,8,23,41,87
12086005502,,,,,,,1,,,7,11,22,28,69
12086005600,,,,,,,,1,,4,6,7,39,57
12086005701,,,,,1,,,2,2,4,5,20,43,77
12086005703,1,,,,,1,,,4,,4,20,51,81
12086005704,,,1,,,1,2,1,3,6,7,16,27,64
12086005801,,,,,,,,,1,5,14,21,36,77
12086005802,,,,,,,,1,4,6,12,30,51,104
12086005901,,,,,,1,,,2,3,9,16,27,58
12086005902,1,,,,,,,,,6,6,12,22,47
12086005903,,,,,,,1,,,4,7,18,26,56
12086005904,,,,,,1,2,,4,6,3,19,24,59
12086006001,,,,,,,2,,3,2,9,28,32,76
12086006002,,,,,,,2,,1,6,8,16,34,67
12086006101,,,,,,,,,1,6,3,13,24,47
12086006102,,,,,,1,1,,1,2,8,13,37,63
12086006201,,,,,,,,,1,4,3,7,8,23
12086006203,,,,,1,,,,,,3,5,26,35
12086006205,,,,,,,1,,2,4,3,4,5,19
12086006206,,,,,,1,,1,,,3,4,6,15
12086006301,,,,,,,,,1,8,6,19,35,69
12086006302,,1,,,,,,,1,5,4,6,24,41
12086006401,,,,,,,,,2,5,4,12,14,37
12086006402,,,,,,,,,4,4,3,9,9,29
12086006403,2,,,,,,,2,,2,2,6,8,22
12086006501,,,,,,,,,2,4,7,12,20,45
12086006503,,,,,,,,,1,4,2,8,16,31
12086006504,,,,,,,,1,,,1,5,6,13
12086006601,,,,,,,1,,3,8,12,13,28,65
12086006602,,,,,,,3,2,1,5,3,7,17,38
12086006702,,,,,,,3,,2,5,1,9,6,26
12086006705,,,,,,,,,,2,5,7,15,29
12086006706,,,,,,,,,,2,1,2,1,6
12086006707,,,,,,,,1,1,1,,2,3,8
12086006709,,,,,,,,1,,,,1,1,3
12086006711,,,,,,,,1,,,,2,5,8
12086006713,,,,,,,,,1,2,,1,1,5
12086006714,,,,,,,,,,1,1,,3,5
12086006801,,,,,,,1,1,,3,5,2,7,19
12086006802,1,,,,,,,2,1,6,9,12,26,57
12086006900,,,,,,,,,1,4,8,13,31,57
12086007001,,,,,,,1,2,6,8,14,20,32,83
12086007002,1,,,1,,,3,1,3,3,10,12,32,66
12086007101,,,,,,,1,1,2,10,2,7,10,33
12086007103,,,,,1,,,,1,,,,2,4
12086007104,,,,,,,,1,1,1,4,1,1,9
12086007200,,,,,,,2,,3,5,9,3,1,23
12086007300,,,,,,,,1,,3,5,5,8,22
12086007400,,,,,,,,,2,,3,11,34,50
12086007501,,,,,,,,,,2,5,3,14,24
12086007503,,,,,,,,,,2,,3,5,10
12086007601,,,,,,,1,,,2,5,3,13,24
12086007603,,,,1,1,,,,2,5,14,8,7,38
12086007604,,,,,,,,,2,2,2,8,19,33
12086007605,1,,,,,,,,,2,3,4,9,19
12086007606,1,1,,,,1,1,,5,3,6,11,18,47
12086007701,1,,,,,1,,1,2,5,9,26,39,84
12086007702,,1,,,,,,1,1,8,10,13,31,65
12086007704,,,,,,1,1,1,2,1,5,4,7,22
12086007705,,,,,,,,,2,2,4,4,21,33
12086007801,,,,,,,,,,,2,,,2
12086007804,1,,,,,,2,1,1,,4,13,18,40
12086007805,,,,,,,1,,2,5,1,14,28,51
12086007806,,,,,,,,,3,1,7,,9,20
12086007807,,,,,,1,2,1,1,1,3,6,12,27
12086007901,,,,,,,,,,2,6,11,22,41
12086007902,,,,,,,,,1,1,3,6,2,13
12086008000,,,,,,1,,,2,1,4,8,11,27
12086008101,,,,,,,,,,5,6,3,11,25
12086008102,,,,,,,1,1,2,,2,6,14,26
12086008202,,,,,,,,1,2,2,3,6,7,21
12086008205,,,,,,,,,,3,6,5,12,26
12086008206,,,,,,,,,1,,1,7,10,19
12086008207,,,,,,,,,,2,6,9,19,36
12086008208,,,,,,,2,1,1,10,14,18,8,54
12086008209,,1,,,,,1,1,2,4,5,7,5,26
12086008304,,1,1,,,,,2,4,14,17,19,50,108
12086008305,,,,,,,,1,,4,3,5,17,30
12086008306,5,,,,,,3,1,4,11,11,11,22,68
12086008307,,,,,,,,2,4,8,9,10,18,51
12086008308,1,,,,1,1,,2,2,7,9,13,14,50
12086008309,3,,1,1,,,2,6,4,10,7,5,12,51
12086008405,1,,,,,,1,,3,6,6,15,16,48
12086008407,,,,,,,2,1,1,9,1,15,31,60
12086008409,1,,,,,,1,1,2,1,8,8,15,37
12086008410,,,,,,,,1,,2,7,15,18,43
12086008412,,,,,,,1,1,2,4,9,20,78,115
12086008414,,,,,,,,1,1,6,2,17,22,49
12086008415,,,,,,,1,,,1,6,5,16,29
12086008416,,,,,,,,,2,4,6,11,20,43
12086008417,,,,,,,2,,2,3,7,12,25,51
12086008418,,,,,,,1,1,2,1,3,4,6,18
12086008419,,,,,,,,,2,3,8,6,15,34
12086008501,,,,,,,,,,7,12,24,31,74
12086008502,,,,,,,2,1,,1,2,12,19,37
12086008601,,,,,1,1,,,4,1,11,10,29,57
12086008602,,,,,,,,,,5,9,14,31,59
12086008701,,,,,,,1,,3,3,12,27,18,64
12086008702,,,,1,,,1,,1,1,8,24,28,64
12086008803,,1,,,,,3,,5,5,8,12,35,69
12086008804,,,,,,,,,4,8,4,25,57,98
12086008805,,,,,,1,,1,,7,8,12,27,56
12086008806,,,,,,,,,,1,4,20,29,54
12086008901,,,,,,,1,1,,4,7,20,43,76
12086008902,,,,,,1,,,3,6,7,32,54,103
12086008904,,,,,,,,,,,,,,
12086008906,,,,,,,,,2,3,5,17,25,52
12086008907,,,,,,,,,1,2,8,11,31,53
12086009006,2,,,,,,1,1,2,3,13,36,45,103
12086009010,,,,,,,1,1,,4,9,10,12,37
12086009014,,,,,,,2,1,2,2,4,10,11,32
12086009015,,,,,,1,,1,1,3,2,14,25,47
12086009017,,,,,,1,2,,2,6,10,14,19,54
12086009019,,,,,,,,,3,2,6,13,28,52
12086009020,,,,,,,,,1,3,2,4,12,22
12086009021,,,,,,,,1,,6,9,11,12,39
12086009022,,,,,,1,,,2,2,4,4,5,18
12086009023,1,,,,,1,,2,1,4,7,13,7,36
12086009024,,,,,,,,1,2,3,2,4,16,28
12086009026,,,,,,,,1,,1,6,5,11,24
12086009027,,,,,,,1,1,,1,1,4,8,16
12086009028,,,,,,1,4,1,1,1,2,10,11,31
12086009029,,,,,,,,1,2,2,3,6,10,24
12086009030,,,,1,,1,,,1,3,6,4,13,29
12086009031,,,,,,,,,,4,,3,6,13
12086009034,,,,,1,,1,1,,3,4,10,10,30
12086009035,1,,,,,,1,3,4,4,8,6,6,33
12086009036,,,,,,,1,1,,1,1,1,5,10
12086009038,,,1,,,,2,,3,2,5,6,6,25
12086009039,,,,,,,,,1,2,1,2,4,10
12086009040,,,,,,,,,,1,,3,2,6
12086009043,,,,,,,,,,1,3,2,,6
12086009044,,,1,,,,,,1,1,2,2,1,8
12086009046,,,,,,,,,1,,,1,,2
12086009047,,,,,,,,,,,1,1,1,3
12086009100,,,,,,,,2,2,,5,15,15,39
12086009200,,,,,,,,,1,1,4,9,24,39
12086009305,,,,,,,,1,4,4,8,14,22,53
12086009306,,,,,,,,,,4,11,25,27,67
12086009307,,1,,,,,1,2,4,5,9,10,13,45
12086009308,1,,,,,,,1,2,8,10,14,17,53
12086009309,1,,,,,,1,,4,3,11,19,20,59
12086009311,,,,,1,2,1,1,5,4,9,21,27,71
12086009312,,,,,,1,,,2,6,3,5,14,31
12086009313,,,,,,,2,,4,3,8,11,12,40
12086009314,1,,,,,,,1,3,1,6,9,14,35
12086009315,,,,,,1,,,,1,8,36,41,87
12086009400,,,,,,2,1,2,5,12,10,11,10,53
12086009501,1,,,1,1,,,1,4,4,7,9,4,32
12086009503,1,,,,,3,2,,5,7,6,9,6,39
12086009504,,,,,,1,1,,4,9,11,11,4,41
12086009600,2,,,,,,2,,5,20,18,29,17,93
12086009703,,,,,,,,,3,2,2,8,11,26
12086009704,,,,,,,1,,1,7,7,10,27,53
12086009705,,,,,,,2,1,2,4,5,9,13,36
12086009706,,,,,,,,,4,2,3,5,2,16
12086009803,,,,,1,,1,1,2,5,6,6,7,29
12086009804,1,,,,,,,1,,6,7,6,3,24
12086009806,,,,,,1,,,1,3,3,7,9,24
12086009807,1,1,,,,1,,1,1,1,2,9,11,28
12086009808,,,,,,1,,4,1,4,15,13,20,58
12086009901,3,1,,,,2,1,2,1,11,10,14,5,50
12086009903,,,,,,,,2,,7,16,19,3,47
12086009904,2,,,,,1,,2,1,8,4,4,2,24
12086009905,,,,,,,3,3,3,6,20,4,6,45
12086009906,,,,,,1,,1,1,5,2,16,13,39
12086010001,1,,,,1,3,2,1,3,6,9,20,12,58
12086010005,1,,,,1,,1,2,6,9,16,20,21,77
12086010006,,,,,,1,3,2,3,8,13,20,6,56
12086010009,,,,,,,,5,3,6,16,32,19,81
12086010010,1,,,1,,2,2,1,3,5,8,11,6,40
12086010011,,,,,1,2,1,2,4,16,7,7,5,45
12086010012,1,,,,1,,,3,1,8,6,3,2,25
12086010013,1,,,,,1,,1,2,1,6,10,10,32
12086010015,1,,,,,,,,5,3,9,19,8,45
12086010016,1,,,,,1,1,1,,,9,11,14,38
12086010193,1,,,,,,1,,1,2,1,1,8,15
12086010198,,,,,,,,,,1,,6,7,14
12086010201,,,,,1,,1,1,1,8,8,2,10,32
12086010204,,,,,1,,1,,1,7,10,20,15,55
12086010205,,,,,,,,1,1,1,14,20,35,72
12086010207,1,,,1,,1,,,1,7,4,5,10,30
12086010208,,,,,,,,,7,1,7,15,11,41
12086010209,,,,,2,1,1,,1,7,12,12,12,48
12086010210,,,,,,,,2,1,5,8,12,16,44
12086010300,,,,,,2,,3,4,11,11,20,22,73
12086010400,,,,,,,2,2,2,3,6,5,11,31
12086010500,3,1,,,1,2,2,3,6,15,12,14,8,67
12086010604,,,,,,,,1,1,11,3,7,6,29
12086010606,,,,,,,2,1,,8,9,10,12,42
12086010608,,,,,,,,,2,8,5,7,9,31
12086010609,,,,,,,1,1,2,6,16,9,10,45
12086010610,,,,,,,1,,1,8,5,22,48,85
12086010612,2,,,,,2,1,1,2,4,11,11,12,46
12086010613,,,,,,,,,1,4,4,6,12,27
12086010614,3,,,,3,1,2,2,5,4,8,11,10,49
12086010617,,,,,,,,2,1,7,3,5,6,24
12086010703,2,1,1,,,,3,1,7,13,15,22,16,81
12086010704,3,,,,,1,4,3,3,8,13,16,9,60
12086010801,,,,,,,2,2,2,5,12,8,5,36
12086010802,2,,,,,2,3,2,3,7,8,7,3,37
12086010900,,,,,,,2,1,1,8,11,6,7,36
12086011001,3,,,,,1,1,3,6,7,12,12,13,58
12086011003,2,,,,1,,2,,1,4,3,8,10,31
12086011005,2,,,,1,,1,,1,4,14,7,11,41
12086011007,1,,,,,1,2,1,4,6,14,16,17,62
12086011008,1,,,1,,,,,2,1,1,3,4,13
12086011009,,,,,,,,2,2,2,3,3,4,16
12086011101,1,,,,,2,1,4,7,6,6,8,8,43
12086011102,1,,,,1,,1,,7,8,9,13,20,60
12086011201,1,,,,,,3,4,3,9,12,10,11,53
12086011202,1,,,1,1,,,3,3,7,8,12,14,50
12086011300,2,,,,1,1,5,3,10,13,15,12,8,70
12086011401,2,1,,2,,,6,1,9,7,13,20,16,77
12086011403,2,1,,,,1,2,2,,7,6,16,9,46
12086011404,,,,,,,1,2,,3,9,1,2,18
12086011500,,,,,1,,2,4,13,7,8,8,12,55
12086011600,,,,,,1,3,2,1,6,13,15,11,52
12086011700,2,,,,,,,1,4,3,9,9,14,42
12086011800,,,,,,,,1,2,3,6,4,7,23
12086011900,,,,,,,,2,,4,3,10,12,31
12086012000,1,,,,,,,,1,2,6,7,8,25
12086012100,1,,,,,,,3,2,2,10,13,11,42
12086012200,,,,,,,,,,7,9,14,14,44
12086012300,,,,,,,,,3,1,2,8,12,26
12086012400,,,,,2,,1,2,3,6,6,8,24,52
12086012500,,,,,,,1,1,3,5,7,12,17,46
12086012600,,,,,,1,1,2,,6,4,8,12,34
12086012700,,,,,1,,,,,5,8,8,16,38
12086012800,,,,,,,1,,2,4,6,15,28,56
12086012900,,,,,,,2,,3,2,7,4,10,28
12086013000,,,,,,,1,1,3,3,6,12,16,42
12086013100,,,,,,,1,2,4,4,5,10,4,30
12086013200,,,,,,2,1,,,5,8,8,11,35
12086013300,,,,,,,,,2,4,8,5,4,23
12086013400,,,,,,,1,1,2,7,5,5,8,29
12086013500,2,,,,,,,3,,2,6,10,18,41
12086013600,,,,,,,,,1,5,6,14,16,42
12086013700,,,,,,1,,3,1,5,9,18,21,58
12086013800,,1,,,,,,,7,3,8,7,16,42
12086013900,,,,,,,2,,,3,4,12,5,26
12086014000,,,,,,,,,1,1,4,1,,7
12086014100,,,,,,,,,,,,,,
12086014200,,,,,,,,,2,1,6,15,16,40
12086014300,,,,,,,,,1,1,,10,8,20
12086014400,,,,,1,1,,,1,3,8,6,8,28
12086014500,,,,,,,,,5,6,4,10,16,41
12086014600,1,,,1,,,,2,2,3,10,15,15,49
12086014700,,,,,,,1,,2,3,9,22,30,67
12086014800,,1,,,,,1,,4,4,13,14,15,52
12086014900,,,,,,1,1,1,2,4,2,10,26,47
12086015000,,,,,,,1,1,2,4,11,18,44,81
12086015100,,,,,,,,1,3,2,9,10,22,47
12086015200,2,,,,,,1,3,1,1,4,10,15,37
12086015300,,,,,1,,,,,3,7,13,27,51
12086015400,,,,,,,,2,2,3,8,17,29,61
12086015500,,,,,,,2,2,2,4,5,29,24,68
12086015600,,,,,,,1,1,,4,5,5,5,21
12086015700,,,1,,,1,,,1,2,6,8,10,29
12086015800,,,,,2,1,1,1,,7,8,13,22,55
12086015900,,,,,1,,,1,3,2,7,11,18,43
12086016000,,,,1,1,,,,,2,3,18,12,37
12086016100,1,,,,,,,,2,2,7,10,28,50
12086016200,,,,,,,,,,4,4,6,15,29
12086016300,,,,,,,1,,3,2,8,9,15,38
12086016400,,,,,,1,,,2,2,4,9,5,23
12086016500,,,,,,,,1,2,3,9,6,7,28
12086016600,,,,,1,,,,1,2,3,10,8,25
12086016700,,,,,,,2,1,1,1,5,9,16,35
12086016800,,,,,,,1,2,,3,5,9,11,31
12086016900,,,,,,1,,1,1,3,9,7,12,34
12086017000,,1,,,,1,1,,1,6,6,9,13,38
12086017100,,,,,,,2,1,3,3,9,10,17,45
12086017200,,,,,,,,1,,2,2,8,14,27
12086017300,,,1,,,,,2,1,2,2,8,12,28
12086017400,,,,,,,,1,,1,7,12,15,36
12086017500,,,,,,,,1,1,2,1,3,10,18
12086017600,,,,,,,,2,6,7,4,8,9,36
12086017700,,,,,1,,1,1,1,3,2,5,4,18
12086017800,,,,,,,,,1,2,3,7,2,15
12086017900,,,,,,,,2,2,9,10,9,27,59
12086018000,1,,,,,,,4,1,3,7,12,13,41
12086018100,,,,,,,1,2,,2,1,5,10,21
12086018200,,,,,,,,,,,3,4,5,12
12086018300,,,,,,,2,1,2,2,3,4,7,21
12086018400,,,,,,,1,,1,,3,1,3,9
12086018500,,,,1,,,,1,,3,4,3,6,18
12086018600,,,,,,1,,1,3,5,6,6,10,32
12086018700,,,1,,,,1,,1,2,6,9,19,39
12086018800,1,,,,1,,2,,2,6,8,9,23,52
12086018900,,,,,,,,,2,4,11,10,16,43
12086019000,,,,,,,1,2,2,3,6,11,14,39
12086019100,,,,,,,1,,,2,5,6,20,34
12086019200,1,,,,,,,1,3,,1,9,12,27
12086019300,1,,,,,,,,1,3,6,11,14,36
12086019400,,,,,,,2,1,1,4,2,7,11,28
12086019500,,,,,,,2,,3,5,8,18,22,58
12086019600,,,,,,1,1,,,6,7,6,8,29
12086019700,,,,,,1,,,3,1,8,6,6,25
12086019800,,,,,,1,2,2,4,4,8,8,21,50
12086019900,,,,,1,,4,2,2,11,6,12,23,61
12086020000,,,,,,,,1,5,5,9,9,16,45
12086020100,,,,,,,,1,3,1,3,4,14,26
12086020200,,,,,,1,1,,1,3,6,8,8,28
12086020300,,,,,,,,1,3,4,3,11,9,31
12086490100,,,,,,,,,,2,2,5,7,16
12086980300,,,,,,,,,,,,,,
12086980400,,,,,,,,,,,,,,
12086980500,,,,,,,,,,,,,,
12086980700,,,,,,,1,,2,1,3,1,,8
Total,160,25,13,24,79,148,391,459,"1,022","2,242","3,257","5,100","7,347","20,268"
,160,25,13,24,79,148,391,459,"1,022","2,242","3,257","5,100","7,347","20,268"
