tract,u1,1t4,5t9,10t14,15t19,20t24,25t34,35t44,45t54,55t64,65t74,75t84,85p,Total
12086001903,,,,,,,,3,7,9,7,3,3,32
12086001904,,,,,,1,2,1,7,11,13,8,9,52
12086002001,1,,,,,3,2,2,4,10,9,20,5,56
12086002003,1,,,,,1,3,1,7,9,10,7,1,40
12086002004,,1,,,,2,3,1,7,3,4,10,2,33
12086002100,,,,,,,,,,2,,4,2,8
12086002201,,,,,,,1,1,1,3,17,20,44,87
12086002202,,,,,,,,,5,7,6,13,10,41
12086002300,1,,,,1,,1,3,5,6,13,5,15,50
12086002402,,,,,,1,,3,4,6,13,22,10,59
12086002403,,,,,,,,1,,6,5,12,6,30
12086002404,,,,,,,,1,,9,6,21,16,53
12086002501,1,,,,,,,2,4,9,7,12,8,43
12086002502,1,,,,,,,2,,,12,10,5,30
12086002600,,,,,,1,3,2,1,4,4,8,1,24
12086002702,,,,,,,2,1,2,2,3,2,,12
12086002703,,,,,,,1,,1,2,5,8,11,28
12086002705,,,,,,1,,1,2,,1,1,3,9
12086002706,,,,,,,1,,2,2,5,1,2,13
12086002800,,,,,,,1,,,4,2,1,2,10
12086002900,,,,,,,2,1,1,9,23,14,13,63
12086003001,2,,,,,1,1,1,3,2,10,8,32,60
12086003003,,,,,,,2,1,4,6,12,12,8,45
12086003004,,,,,,,1,2,3,5,11,10,5,37
12086003100,1,,,,,,3,4,4,15,11,12,6,56
12086003400,,,,,,,,,3,7,5,2,3,20
12086003601,,,,,,,1,,3,10,13,6,10,43
12086003602,,,,,,1,2,5,,10,12,21,5,56
12086003702,1,,,,,1,4,3,2,2,,3,,16
12086003703,,,,,,,1,2,,,,,,3
12086003704,,,,,,,,,2,,2,3,1,8
12086003705,,,,,,,,1,,1,,,,2
12086003706,,,,,,,,1,,1,,,,2
12086003707,,,,,,,,,,,,,,
12086003801,,,,,,,,1,3,2,3,4,20,33
12086003803,,,,1,,,,1,,1,6,9,20,38
12086003804,,,1,,1,,,,2,3,3,9,34,53
12086003906,,,,,,,,,1,1,7,1,5,15
12086003909,,,,,,,,1,1,6,2,1,6,17
12086003911,,,,,1,,,1,1,3,4,5,8,23
12086003912,,,,,,,1,1,1,5,3,6,6,23
12086003913,,,,,,,1,,2,1,1,7,6,18
12086003914,,,,,,,1,2,2,4,1,4,8,22
12086003915,,,,,,,,1,,2,5,3,9,20
12086003916,,,,,,,,,2,2,3,3,3,13
12086003917,,,,,,1,,,2,3,10,13,14,43
12086003918,,,,,,,,2,1,,,4,3,10
12086003919,,,,,,,,,1,3,2,5,9,20
12086003921,,,,,,,,1,,2,3,2,7,15
12086003922,,,,,,,,,,,2,8,6,16
12086004000,1,,,,,,,,,1,4,6,14,26
12086004102,,,,,,,1,,1,,3,4,4,13
12086004103,1,,,,,,,,,1,1,4,9,16
12086004105,,,,,,,,1,,1,3,4,6,15
12086004106,,,,,1,,1,,,,4,1,5,12
12086004203,,,,,,,,1,,2,2,4,7,16
12086004204,,,,,,,,1,,,2,1,1,5
12086004205,,,,,,,2,2,,1,,3,3,11
12086004206,,,,,,,,,3,1,1,,6,11
12086004301,,,,,,,1,,,1,1,,3,6
12086004303,1,,,,1,,,,1,1,1,1,2,8
12086004304,,,,,,,,1,2,,1,5,2,11
12086004403,,,,,,,1,1,2,1,4,3,3,15
12086004404,,,,,,,1,,,2,3,2,12,20
12086004405,3,,,,,,,1,2,1,3,6,,16
12086004406,,,,,,,,,1,1,2,3,5,12
12086004500,,,,,,,,2,1,5,6,20,25,59
12086004602,,,,,,,1,,1,1,1,2,8,14
12086004605,,,,,1,,,,1,1,2,2,6,13
12086004607,,,,,1,,1,,1,1,1,4,12,21
12086004608,,,,,,,,,,,1,6,4,11
12086004701,,,,,,1,,1,2,3,5,16,24,52
12086004702,1,,,,,,1,2,3,2,8,13,21,51
12086004703,,,,,,,1,,,5,9,11,32,58
12086004901,,,,,,,,2,,,2,8,2,14
12086004902,,,,,,,1,,1,5,10,18,32,67
12086005001,,,1,,,,,1,5,4,14,17,32,74
12086005002,,,,,,1,,,3,4,6,11,28,53
12086005102,,,,,,,,,,3,14,18,12,47
12086005103,,,,,,,,,,2,,9,9,20
12086005104,,,,,,,,2,1,4,4,11,11,33
12086005201,,,,,,,,,1,8,10,11,7,37
12086005202,,,,,,,,1,2,7,10,10,33,63
12086005302,,,,,,1,,1,4,3,16,16,23,64
12086005303,,,,,,,,,2,4,3,4,6,19
12086005304,,,,,,1,1,,2,3,7,4,11,29
12086005403,,,,,,,,2,3,1,1,1,11,19
12086005405,1,,,,,,,,1,3,7,6,11,29
12086005406,1,,,,,1,2,,1,,4,12,9,30
12086005407,,,,,,,,,,3,,10,4,17
12086005409,,,,,,,,2,1,2,6,10,10,31
12086005410,,,,,,,,,1,5,5,4,7,22
12086005501,,,,,,,1,1,3,8,8,13,27,61
12086005502,,,,,,,,2,6,4,14,17,29,72
12086005600,,,,,,,,1,2,4,5,7,19,38
12086005701,,,,,,,,1,3,6,13,24,30,77
12086005703,,,,,,,,1,1,6,15,23,48,94
12086005704,,,,,,1,,1,5,9,15,19,35,85
12086005801,,,,,,,,,4,8,13,22,57,104
12086005802,,,,,,,1,1,3,4,17,25,58,109
12086005901,,,,,,,1,,4,1,5,14,34,59
12086005902,1,,,,,,,2,3,9,7,15,23,60
12086005903,,,,,,,,,2,7,6,14,23,52
12086005904,,,,,,,,,1,4,10,16,23,54
12086006001,,,,,,,2,,1,4,5,15,30,57
12086006002,,,1,,1,1,,,2,1,7,15,25,53
12086006101,,,,,,,,,2,3,3,10,26,44
12086006102,,,,,,,,,,6,3,15,30,54
12086006201,,,,,,1,,1,1,3,7,1,11,25
12086006203,1,,,,,,,,,,1,7,19,28
12086006205,,,,,,,1,,,3,4,8,6,22
12086006206,,,,,,,,,,4,3,4,3,14
12086006301,,,,,,,,2,3,5,6,12,23,51
12086006302,,,,,,,,1,1,4,8,13,33,60
12086006401,,,,,,1,,,1,4,6,10,17,39
12086006402,,,,,,,2,1,,3,4,6,13,29
12086006403,,,,,,,,,2,4,8,10,16,40
12086006501,,,,,,,1,,,2,3,6,14,26
12086006503,,,,,,,,2,,3,2,6,13,26
12086006504,,,,,,,,1,2,2,3,6,13,27
12086006601,,,,,,,1,,1,8,9,15,23,57
12086006602,,,,,,1,2,2,1,8,7,7,11,39
12086006702,,,,,,,1,,,5,3,4,14,27
12086006705,,,,,,,1,,,1,6,4,8,20
12086006706,,,,,,,,,,3,3,1,5,12
12086006707,,,,,,,,,,2,2,4,6,14
12086006709,,,,,,,,,,,1,1,,2
12086006711,,,,,,,,,3,1,1,,6,11
12086006713,,,1,,,,,1,,1,,3,1,7
12086006714,,,,,,,,,1,,,4,5,10
12086006801,,,,,,,,,,1,2,2,6,11
12086006802,,,,,,,1,,1,,3,15,18,38
12086006900,,,,,,,,1,3,5,7,16,36,68
12086007001,1,,,,1,1,,,5,1,10,14,41,74
12086007002,,,,,,,1,2,4,8,8,15,22,60
12086007101,,,,,,,2,1,1,4,4,7,10,29
12086007103,,,,,,,,,,,,2,2,4
12086007104,,,,,,,,,,2,3,2,1,8
12086007200,,,,,1,1,1,,1,8,9,8,6,35
12086007300,,,,,,,1,,,3,4,5,9,22
12086007400,,,,,,,1,2,1,5,5,5,27,46
12086007501,,,,,,,,,,2,1,,15,18
12086007503,,,,,,,,,,,2,1,1,4
12086007601,,,,,,1,,1,1,1,4,1,10,19
12086007603,,,,,,1,2,,1,5,7,8,5,29
12086007604,,,,,,,1,,3,4,5,9,10,32
12086007605,,,,,,,,1,,7,8,6,5,27
12086007606,,,,,,,,1,6,3,7,12,10,39
12086007701,,,,,,1,1,,6,4,3,19,27,61
12086007702,,,,,,,1,1,,2,5,17,35,61
12086007704,,,,,1,,,,2,3,5,5,9,25
12086007705,1,,,,,,1,,,2,7,12,14,37
12086007801,,,,,,,,,2,1,,3,3,9
12086007804,,,,,,,2,,,7,6,12,23,50
12086007805,,,,,1,1,,2,3,2,6,12,27,54
12086007806,,1,,,,,1,,,2,1,5,11,21
12086007807,,,,,,,,1,1,6,3,8,16,35
12086007901,,,,,,,,,,1,3,4,23,31
12086007902,,,,,,,,,1,1,2,5,9,18
12086008000,,,,,,,1,1,,2,5,7,19,35
12086008101,,,,,,,,,,1,8,5,14,28
12086008102,,,,,2,1,2,,,,4,8,20,37
12086008202,,,,,,1,,1,1,2,1,10,7,23
12086008205,1,,,,,,,,2,1,3,7,12,26
12086008206,,,,,,,,,1,3,2,7,16,29
12086008207,,,,,,,,,1,2,2,8,12,25
12086008208,1,,,,,,1,,2,6,12,11,24,57
12086008209,,,,,,,,2,2,4,5,8,11,32
12086008304,2,,,,1,,1,2,10,9,22,29,41,117
12086008305,,,,,,,,2,1,2,6,9,12,32
12086008306,,,,,,1,1,,1,6,7,11,10,37
12086008307,1,,,,,1,1,3,2,2,8,10,12,40
12086008308,,,,,1,,,2,2,4,14,13,13,49
12086008309,,,,,2,3,5,10,7,11,15,13,7,73
12086008405,,,,,,,1,,2,3,8,14,15,43
12086008407,,,,,,,,,1,4,13,15,25,58
12086008409,,,,,,,1,1,,2,4,11,17,36
12086008410,,,1,,1,1,1,,1,3,11,8,17,44
12086008412,,,,,,,1,,,6,5,22,67,101
12086008414,,,,,,,1,1,4,3,12,20,23,64
12086008415,,,,,,,,1,1,3,5,14,14,38
12086008416,,,,,,,,,1,,9,7,18,35
12086008417,,,,,,,,1,,1,7,14,18,41
12086008418,,,,,,,,,1,,3,3,4,11
12086008419,,,,,1,,,,2,2,6,5,6,22
12086008501,,,,,,,,1,2,5,6,18,39,71
12086008502,,,,,,,,1,2,4,2,8,21,38
12086008601,,,,1,,,1,,4,2,11,18,27,64
12086008602,,,,,,,,1,2,4,7,20,34,68
12086008701,,,,,,,,,2,3,12,15,30,62
12086008702,,,,,,1,,2,1,9,3,19,35,70
12086008803,,,,,,,,,2,6,6,19,33,66
12086008804,,,1,,,,1,2,2,6,7,24,54,97
12086008805,,,,,,2,,,5,3,14,8,19,51
12086008806,,,,,,,,1,3,4,2,19,21,50
12086008901,,,,,,,,1,1,3,5,21,42,73
12086008902,,,,,,1,,,1,4,8,24,43,81
12086008906,,,1,,,,,,4,2,9,18,23,57
12086008907,,1,,,,,,,,2,4,17,15,39
12086009006,,,,,,,1,,4,14,8,25,41,93
12086009010,,,,,,1,3,1,1,5,3,6,13,33
12086009014,,,,,,,,,,5,7,3,12,27
12086009015,,,,,,,,,1,4,6,12,16,39
12086009017,,,,,,,1,1,3,7,7,16,18,53
12086009019,1,,,,,,1,2,1,2,3,11,27,48
12086009020,,,,,,,,,,3,5,6,7,21
12086009021,,,,,,,,2,2,9,6,9,16,44
12086009022,,,,,,,,1,2,5,2,7,9,26
12086009023,,,,,,,,,,1,2,7,6,16
12086009024,,,,,,1,,1,1,3,1,1,4,12
12086009026,,,,,,,,1,1,3,1,6,12,24
12086009027,,,,,,,,,1,2,2,5,4,14
12086009028,,,,,,,1,,,2,2,3,11,19
12086009029,,,,,,,,1,2,5,2,8,13,31
12086009030,1,,,,,,,,,4,2,8,4,19
12086009031,,,,,,,,,,3,4,1,6,14
12086009034,,,,,,,3,1,1,4,4,11,21,45
12086009035,,,,,,,,2,2,3,2,6,5,20
12086009036,,,,,,,,1,,1,3,,5,10
12086009038,,,,,,1,,1,6,2,4,7,3,24
12086009039,,,,,1,,,,3,4,1,3,3,15
12086009040,,,,,,,1,,2,3,1,2,2,11
12086009043,,,,,,,,,,,1,2,,3
12086009044,,,,,,1,,,,,2,1,,4
12086009046,,,,,,,,,,,,,,
12086009047,,1,,1,,,,2,,,1,2,2,9
12086009100,,,,,,,,1,,7,13,12,24,57
12086009200,,,,,,,,,,5,6,9,18,38
12086009305,,,,,,,1,,,3,4,12,17,37
12086009306,,,,,,,,,3,10,14,26,31,84
12086009307,,,,,,1,1,2,4,8,2,10,25,53
12086009308,,,,,,,2,2,3,10,9,22,17,65
12086009309,,,,,,,,,3,5,7,17,28,60
12086009311,,,,,,,,1,5,4,9,20,39,78
12086009312,1,,,,,,1,1,2,3,5,7,9,29
12086009313,,,,,,,,,,3,7,10,20,40
12086009314,,,,,,,,1,1,4,6,12,5,29
12086009315,,,,,,,,,4,1,4,9,46,64
12086009400,,1,,,,1,3,3,8,8,15,23,14,76
12086009501,2,,,,,,2,1,3,5,7,3,3,26
12086009503,1,,,,,2,2,1,5,10,8,7,7,43
12086009504,3,,,,,,2,2,1,5,7,10,10,40
12086009600,1,1,,,,1,,3,8,15,28,20,26,103
12086009703,,,,,,,1,2,,1,6,11,4,25
12086009704,,,,,,,,,1,5,10,16,25,57
12086009705,,,,,,,2,,3,3,5,5,15,33
12086009706,,,,,,,1,,,1,4,6,12,24
12086009803,1,,,,,1,2,2,2,4,7,4,11,34
12086009804,,,,,,,2,2,3,7,3,2,11,30
12086009806,,,,,,,,2,2,5,9,1,6,25
12086009807,1,,,1,1,1,,,3,8,10,14,14,53
12086009808,,,,,,,2,2,2,5,4,20,13,48
12086009901,1,,,,2,1,4,4,5,8,8,14,17,64
12086009903,,,,,,1,2,3,4,8,17,17,6,58
12086009904,,,,,,,4,2,2,6,1,2,3,20
12086009905,,,,,2,1,,4,1,6,9,8,8,39
12086009906,,,,,,,2,2,1,9,7,14,9,44
12086010001,,,,,2,,2,2,8,7,12,21,18,72
12086010005,,,,,,,2,2,2,4,16,19,34,79
12086010006,,,,,1,,2,3,4,9,8,26,11,64
12086010009,,,,,,1,1,,4,6,12,27,27,78
12086010010,1,,,,1,2,,1,6,6,9,9,8,43
12086010011,,,,1,,1,2,1,9,9,7,8,10,48
12086010012,1,,,,1,,1,2,1,4,8,8,13,39
12086010013,1,,,,,,,2,3,3,3,17,8,37
12086010015,,,,,1,,1,1,2,6,8,11,6,36
12086010016,1,,,,,,1,,1,4,6,6,12,31
12086010193,,,,,,,,,,,4,7,1,12
12086010198,,,,,1,,,1,3,1,3,3,3,15
12086010201,,,,,1,,2,,3,1,4,7,8,26
12086010204,,,,,,,,2,2,4,7,19,17,51
12086010205,,,,,,,,2,4,5,14,24,25,74
12086010207,,,,,,,1,,,6,5,12,6,30
12086010208,,,,,1,1,,1,1,4,8,11,12,39
12086010209,,,,,,,2,4,3,6,8,7,11,41
12086010210,1,,,,,1,,2,3,6,10,10,11,44
12086010300,,,,,,3,2,4,10,8,16,14,23,80
12086010400,1,,,,,,3,,4,3,7,7,13,38
12086010500,2,,,,,4,2,1,7,13,26,19,18,92
12086010604,,,,,,2,1,1,1,5,5,9,15,39
12086010606,,,,,,,1,2,3,7,9,12,14,48
12086010608,,1,,,,1,1,,2,3,6,8,11,33
12086010609,,,,,,,,,3,3,11,11,13,41
12086010610,,,,,,,,,,,8,11,37,56
12086010612,1,,,,,,2,2,3,2,8,11,13,42
12086010613,,,,,,1,,1,2,3,7,13,18,45
12086010614,1,,,,,,2,6,5,10,8,10,9,51
12086010617,1,,,,,,,1,4,3,5,6,7,27
12086010703,2,,,,,2,3,6,6,8,19,24,33,103
12086010704,2,1,,,1,1,3,3,5,9,17,11,16,69
12086010801,,,,,1,,1,,4,6,8,5,9,34
12086010802,,,,,1,2,3,3,4,9,7,7,9,45
12086010900,1,1,,1,2,,3,2,2,4,16,3,7,42
12086011001,,,,,,2,1,2,2,7,18,8,17,57
12086011003,,,,,,,3,1,2,6,10,8,10,40
12086011005,,,2,,,,1,5,5,7,6,11,12,49
12086011007,1,,,,,1,3,2,4,10,18,17,43,99
12086011008,,,,,,,,1,1,4,2,,3,11
12086011009,,,,,,1,2,,3,5,4,6,4,25
12086011101,1,,,,1,,1,,3,8,6,3,5,28
12086011102,,,1,,,,,4,4,8,8,15,13,53
12086011201,,1,,,,,1,5,7,12,10,7,8,51
12086011202,,,,,,,1,3,4,7,10,8,17,50
12086011300,3,,,,1,1,2,5,11,13,17,13,12,78
12086011401,2,1,,1,,3,3,6,7,13,16,26,30,108
12086011403,,,,,1,,3,3,4,7,14,6,9,47
12086011404,1,,,,,3,1,1,3,9,5,4,2,29
12086011500,1,,,1,1,2,2,3,3,7,15,16,22,73
12086011600,,,,,,,1,,3,5,2,4,10,25
12086011700,,,,,1,,1,2,1,8,8,9,25,55
12086011800,,,,,,,,,3,5,5,9,17,39
12086011900,,,,,,1,,1,1,3,8,12,14,40
12086012000,,,,,,,,2,1,1,3,10,6,23
12086012100,1,,1,,,,,1,4,5,8,14,12,46
12086012200,,,,,,,,1,2,2,7,13,19,44
12086012300,,,,,,1,,,1,4,6,11,17,40
12086012400,,,,,,,1,1,3,4,9,10,20,48
12086012500,,,,,,,,,1,3,5,19,18,46
12086012600,,,,,1,,,,2,4,6,7,6,26
12086012700,2,,,,,1,,1,1,5,9,11,23,53
12086012800,,,,,,,2,,2,3,8,21,19,55
12086012900,,,,,,,,2,,2,4,4,5,17
12086013000,,,,,,,1,,,1,8,10,17,37
12086013100,,,,,,,1,1,,1,5,5,10,23
12086013200,,,,,,,2,,,,5,10,18,35
12086013300,,,,,,,,2,,4,3,14,18,41
12086013400,,,,,,,,,1,3,9,10,9,32
12086013500,,,,,,,,,2,3,4,10,13,32
12086013600,,,,,,,2,,1,3,7,10,19,42
12086013700,1,,,,,,,,2,4,8,5,28,48
12086013800,,,,,,,1,,3,6,6,9,12,37
12086013900,,,,,,1,1,1,1,3,7,8,11,33
12086014000,,,,,,,,,,1,,,,1
12086014100,,,,,,,,,,,,4,,4
12086014200,,,,,,2,,1,2,3,6,8,18,40
12086014300,,1,,,1,,,,1,3,5,2,11,24
12086014400,,,,,,,,,3,1,5,9,8,26
12086014500,,,,,,,3,,3,5,7,8,23,49
12086014600,,,,,,,,,2,4,12,15,23,56
12086014700,,,,,,,,1,2,6,12,14,28,63
12086014800,,,,,,,5,1,3,4,14,16,20,63
12086014900,1,,,,,,,2,2,1,10,17,24,57
12086015000,,,,,,,3,3,3,3,9,22,57,100
12086015100,1,,,,,,1,,2,6,5,10,19,44
12086015200,,,,,,,,1,3,6,8,9,13,40
12086015300,,,,,,1,,1,1,2,13,12,25,55
12086015400,,,,,,,,,1,3,8,18,35,65
12086015500,,,,,,,1,,,4,9,17,39,70
12086015600,,,,,,,,2,1,3,4,6,6,22
12086015700,,,,,,,,1,2,3,2,8,9,25
12086015800,,,,,,,1,1,3,4,7,13,17,46
12086015900,,,,,,,1,,1,3,2,8,20,35
12086016000,,,,,,,1,,1,3,6,5,8,24
12086016100,,,,,,,,,,5,12,20,17,54
12086016200,1,,,,,,,,,4,3,12,13,33
12086016300,,,,,,,1,,,2,3,15,16,37
12086016400,,,,,,,,1,2,2,10,10,14,39
12086016500,,,,,1,1,,2,1,2,7,14,21,49
12086016600,,,,,,,,,,1,9,5,13,28
12086016700,,,,,1,,1,,,2,6,11,17,38
12086016800,,,,,,,2,1,,4,6,5,10,28
12086016900,,,,,,,,1,1,1,6,4,4,17
12086017000,,,,,,,,1,1,3,7,11,11,34
12086017100,,,,,,,1,,1,2,11,11,12,38
12086017200,,,,,,,,,4,3,6,14,15,42
12086017300,,,,,,,1,,,3,6,6,8,24
12086017400,,,,,,,1,1,3,5,7,9,17,43
12086017500,,,,,,,1,,2,,4,5,6,18
12086017600,1,,,,,,1,1,2,4,1,6,5,21
12086017700,,,,,,,1,2,2,1,3,1,5,15
12086017800,,,,,,,1,,2,3,4,6,10,26
12086017900,,,,,,,,2,,5,9,13,24,53
12086018000,,,1,,1,,,3,3,8,7,18,33,74
12086018100,,,,,,,,2,,4,4,12,9,31
12086018200,1,,,,1,,,,,2,1,4,2,11
12086018300,,,,,,,2,1,1,3,3,7,9,26
12086018400,,,,,,1,,2,1,3,1,5,2,15
12086018500,,,,,,,,,,1,4,7,10,22
12086018600,1,,,,,,,,1,3,5,13,20,43
12086018700,,,,,,1,1,2,,3,11,7,13,38
12086018800,,,,,,,1,2,,3,10,12,26,54
12086018900,,,,,,,,,2,6,6,6,14,34
12086019000,,,,,,,1,2,1,5,8,8,12,37
12086019100,,,,,,,,,,4,6,9,15,34
12086019200,,,,,,,,1,1,6,5,7,9,29
12086019300,,1,,,,,,,,5,8,6,8,28
12086019400,,,,,,1,2,,4,5,3,9,9,33
12086019500,,,,,,2,1,2,,2,10,11,12,40
12086019600,,,,,,,,1,1,6,9,10,10,37
12086019700,,,,,,1,1,1,1,2,4,9,19,38
12086019800,,,,,,1,,1,1,6,6,18,20,53
12086019900,,,,,,,3,1,1,5,13,20,18,61
12086020000,,,,,,,1,,1,3,4,12,18,39
12086020100,,,,,,,1,,4,1,2,9,8,25
12086020200,,,,,,,,,1,1,10,7,9,28
12086020300,,,,,,,2,,,6,6,7,12,33
12086490100,,,,,,,,,2,1,1,6,4,14
12086980500,,,,,,,,,,,,4,1,5
12086980700,,,,,,,,1,1,1,,,1,4
Total,109,19,14,9,79,146,400,525,"1,018","2,213","3,495","5,053","7,343","20,424"
,109,19,14,9,79,146,400,525,"1,018","2,213","3,495","5,053","7,343","20,424"
