tract,u1,1t4,5t9,10t14,15t19,20t24,25t34,35t44,45t54,55t64,65t74,75t84,85p,Total
12086004406,,,,,,,,,1,3,2,1,3,10
12086004500,,,,,,,,,1,3,9,18,27,58
12086004602,,,,,1,,,,1,2,3,1,4,12
12086004605,,,,,,,,,1,2,4,2,5,14
12086004607,,,,,,,,,3,1,2,4,9,19
12086004608,,,,,,1,,,1,1,3,5,7,18
12086004701,,,,,,,,2,1,6,5,9,32,55
12086004702,,,,,,,,,1,7,6,12,20,46
12086004703,1,,,,1,,2,,2,5,10,26,39,86
12086004901,,,,,,,2,1,2,1,2,6,2,16
12086004902,,,,,,1,,1,4,4,8,24,26,68
12086005001,1,,,,,,2,1,1,9,4,14,36,68
12086005002,,,,,,,,,2,3,7,18,24,54
12086005102,,,,,,2,1,,2,6,12,16,14,53
12086005103,,,,,,1,,,3,3,2,6,9,24
12086005104,,,,,,,,,,4,6,7,7,24
12086005201,,,,,,,1,1,1,5,9,6,12,35
12086005202,,,,,1,,,2,1,8,6,15,28,61
12086005302,1,,,,,,,1,5,8,13,23,37,88
12086005303,,,,,,,,1,4,7,3,13,8,36
12086005304,,,,,,1,1,,1,4,6,15,5,33
12086005403,,,,,,,,,3,3,2,3,8,19
12086005405,,,,,,,,,2,4,3,5,12,26
12086005406,,,,,,,,,1,1,7,5,9,23
12086005407,,,,,,1,,,1,2,7,7,10,28
12086005409,,,,,,,2,2,4,4,5,10,8,35
12086005410,,,,,,,,,1,6,5,4,14,30
12086005501,,,,,,,1,3,3,7,11,19,31,75
12086005502,,,,,,,,2,2,7,10,18,29,68
12086005600,,,,,,,,,2,4,3,12,29,50
12086005701,,,,,,,,,1,5,14,22,33,75
12086005703,,,,,,,,,1,9,15,20,47,92
12086005704,,,1,,1,,,1,3,7,8,22,30,73
12086005801,,,,,,,,1,6,5,9,25,27,73
12086005802,,,,,,,1,1,6,10,11,37,57,123
12086005901,,,,,,,,1,1,2,6,15,30,55
12086005902,1,,,,,,1,,2,5,1,25,28,63
12086005903,,,,,,,,3,1,6,8,13,25,56
12086005904,,1,,,,,,1,2,4,10,12,26,56
12086006001,1,,,,1,,,1,,3,6,21,33,66
12086006002,,,,,,,1,1,2,2,12,12,33,63
12086006101,,,,,,,,1,1,1,7,9,28,47
12086006102,1,,,,,,,,,3,6,10,25,45
12086006201,,,,,,,,1,1,,4,4,11,21
12086006203,,,,,,,,,,3,3,5,15,26
12086006205,,,,,,,,1,,1,1,3,2,8
12086006206,,,,,,,,,,,1,2,9,12
12086006301,,,,,,,,1,1,6,9,25,33,75
12086006302,,,,,,,,1,,3,3,13,29,49
12086006401,,,,,,,,,1,2,5,14,12,34
12086006402,,,,,,,,1,2,2,4,8,12,29
12086006403,1,,,,,,1,,,2,6,10,14,34
12086006501,,,,,,,1,1,1,4,2,2,19,30
12086006503,,,,,,,1,,1,3,2,5,20,32
12086006504,,,,,,,,1,,3,1,7,12,24
12086006601,,,,,,,1,,3,7,3,9,26,49
12086006602,,,,,,,3,,1,5,9,11,10,39
12086006702,2,,,,,2,2,,3,6,7,8,9,39
12086006705,,,,,,,,,,,8,9,9,26
12086006706,,,,,,,,,1,2,2,2,8,15
12086006707,,,,,,,,1,1,1,1,,4,8
12086006709,,,,,,,,,1,1,,,,2
12086006711,,,,,,,,,,1,,,,1
12086006713,1,,,,,,1,2,,1,,,,5
12086006714,,,,,,,,,1,,,2,5,8
12086006801,1,,,,,,,1,,3,1,2,9,17
12086006802,,,,,,,,,1,1,7,7,21,37
12086006900,,,,,,,,2,5,7,10,19,29,72
12086007001,,,,,,,,2,3,4,12,27,46,94
12086007002,,,,,,,1,1,4,9,11,17,25,68
12086007101,1,,,,1,1,2,,1,,4,9,7,26
12086007103,,,,,,,1,,,,1,1,2,5
12086007104,,,,,,,1,,1,1,3,1,1,8
12086007200,1,,,,,,1,2,3,5,5,7,7,31
12086007300,,,,,,,1,,1,3,6,2,10,23
12086007400,,,,,,,,,1,,6,10,29,46
12086007501,,,,,,,,1,1,1,2,4,17,26
12086007503,,,,,,,,,,1,1,1,2,5
12086007601,,,,,,,,1,2,,5,3,11,22
12086007603,1,,,,2,2,,1,3,5,7,3,11,35
12086007604,,,,,,,,,2,1,4,6,12,25
12086007605,,,1,,1,,,2,2,1,1,9,6,23
12086007606,1,,,,,,2,1,1,4,5,5,20,39
12086007701,,,,,,,,,4,4,7,26,27,68
12086007702,,,,,,,,2,4,4,5,10,40,65
12086007704,,,,,,1,,,1,3,3,8,2,18
12086007705,,,,,,,,,2,1,7,9,11,30
12086007801,,,,,,,,,,,1,1,6,8
12086007804,,,,,,1,,1,,3,3,9,20,37
12086007805,1,,,,,,,,5,4,6,7,17,40
12086007806,,,,,,,,,1,1,3,4,14,23
12086007807,,,,,1,,,2,3,2,4,10,13,35
12086007901,,,,,,,,,2,,3,10,23,38
12086007902,,,,,,,2,,,5,4,3,9,23
12086008000,,,,,,,,,1,4,5,10,12,32
12086008101,,,,,,,,,,1,1,2,13,17
12086008102,,,,,,1,1,,,3,4,9,17,35
12086008202,,,,,1,1,1,,1,3,4,6,11,28
12086008205,,,,,,1,,1,1,1,9,9,12,34
12086008206,,,,,,,,,,2,,6,16,24
12086008207,,,,,,,,,1,2,2,8,4,17
12086008208,,,,,,,2,,1,3,10,12,12,40
12086008209,,,,,,,,2,1,8,9,11,7,38
12086008304,,,,,,5,2,,7,11,11,20,28,84
12086008305,,,,,,1,1,1,1,8,3,2,20,37
12086008306,2,,,,,1,,2,5,8,10,11,21,60
12086008307,,,,,,,1,1,3,6,8,5,10,34
12086008308,1,,,,,,1,2,4,4,4,11,14,41
12086008309,,,,,,2,,5,7,9,7,6,6,42
12086008405,,,,,,1,1,,2,7,2,16,21,50
12086008407,,,,,,,1,2,3,2,11,14,32,65
12086008409,1,,,,1,,,1,1,7,4,5,16,36
12086008410,,,,,,1,1,,,4,10,9,20,45
12086008412,,,,,,,2,,,3,14,21,73,113
12086008414,,,,,,,1,2,1,8,6,13,15,46
12086008415,,,,,,1,2,,,,1,8,10,22
12086008416,2,,,,,1,,,1,3,7,13,22,49
12086008417,,,,,,,,1,2,4,6,15,18,46
12086008418,,,,,,,,1,1,1,2,5,9,19
12086008419,,,,,,,1,2,2,3,4,8,15,35
12086008501,,,,,,,,,2,10,2,25,35,74
12086008502,,,,,,1,,1,4,3,3,6,27,45
12086008601,,,,,,,2,,1,6,10,14,17,50
12086008602,,,,,,,1,1,6,8,9,19,29,73
12086008701,,,,,,1,,2,1,7,7,19,29,66
12086008702,,,,,,,,3,3,8,12,20,27,73
12086008803,,,,,1,,1,1,1,9,12,20,21,66
12086008804,,,,,1,,2,1,3,2,9,29,38,85
12086008805,,,,,,,,1,2,6,12,9,27,57
12086008806,,,,,,,,,,1,6,10,18,35
12086008901,,,,,,,,2,,4,5,29,40,80
12086008902,,,,,,,1,1,,4,5,27,46,84
12086008904,,,,,,,,,,,,,,
12086008906,,,,,,,1,,3,3,3,10,16,36
12086008907,,,1,,,,,,2,2,9,6,33,53
12086009006,1,,,,,,2,,2,6,10,21,61,103
12086009010,,,,,,,,,3,3,4,4,7,21
12086009014,,,,,,,,,,2,2,1,7,12
12086009015,,,,,,1,1,1,,6,8,14,15,46
12086009017,1,,,,,,,2,4,4,6,8,21,46
12086009019,,,,,,,1,,1,1,12,11,27,53
12086009020,,1,,1,,,,,1,2,5,6,9,25
12086009021,,,,,,,,,3,2,8,9,13,35
12086009022,,,,,,,,,1,3,5,5,8,22
12086009023,2,,,,,,1,,3,1,6,4,8,25
12086009024,,,,,,,,,1,5,1,9,9,25
12086009026,,,,,,,,,,3,2,6,18,29
12086009027,,,,,,,,,2,2,7,1,5,17
12086009028,,,,,,,2,,2,2,1,9,18,34
12086009029,,,,,,,1,,,1,6,6,13,27
12086009030,,,,,,,1,1,1,3,2,7,9,24
12086009031,,,,,,,,1,,2,3,3,4,13
12086009034,,,1,,,1,2,,1,3,1,7,7,23
12086009035,,,,,,,,,,3,3,6,6,18
12086009036,,,,,,,1,,,3,3,5,7,19
12086009038,,,,,,,,1,1,2,2,3,3,12
12086009039,,,,,,,1,,,1,2,,2,6
12086009040,,,,,,,,,,2,1,1,1,5
12086009043,1,,,,,,,2,,,2,1,,6
12086009044,,1,,,,,1,1,,,1,,,4
12086009046,,,,,,2,,,,,,,1,3
12086009047,,,,,,,,,2,3,,3,2,10
12086009100,,,,,,,,,3,6,8,17,17,51
12086009200,,,,,,,,,3,2,3,13,16,37
12086009305,,,,,,,1,1,1,2,6,15,19,45
12086009306,,,,,,,,2,2,6,12,28,33,83
12086009307,,,,1,,,,,6,3,8,14,20,52
12086009308,2,,,1,,,,1,1,5,7,13,19,49
12086009309,,,,,,,1,1,4,5,10,23,24,68
12086009311,,,,,,1,,1,1,10,8,17,28,66
12086009312,1,,,,,1,1,2,2,3,5,4,7,26
12086009313,,,,,,,2,,2,4,10,7,16,41
12086009314,,,,,,,,1,3,2,9,12,11,38
12086009315,1,,,,,1,1,1,3,7,7,24,42,87
12086009400,,1,,,1,1,,1,3,6,11,13,9,46
12086009501,2,,,,2,1,,3,5,7,7,5,4,36
12086009503,,,,,1,1,,1,3,2,14,11,12,45
12086009504,1,,,,,,,2,4,5,14,10,10,46
12086009600,2,1,,,,,1,,9,14,20,15,13,75
12086009703,,,,,,,,,1,4,2,5,7,19
12086009704,,,,,,1,,2,1,4,11,10,27,56
12086009705,,,,,,,,,2,5,3,15,17,42
12086009706,1,,,,,,1,,1,,3,5,7,18
12086009803,,,,,,1,,1,2,7,5,3,6,25
12086009804,,,,,1,1,1,,3,3,1,7,8,25
12086009806,1,,,,,,1,,2,3,6,9,13,35
12086009807,,,,,1,,,,2,7,10,6,10,36
12086009808,,,,,1,,1,5,4,8,6,11,22,58
12086009901,3,,2,,1,1,1,2,2,4,15,7,14,52
12086009903,1,,,,1,,,2,4,12,12,10,16,58
12086009904,1,,,,1,,,4,1,2,3,5,4,21
12086009905,,,,,1,2,,,2,10,10,11,5,41
12086009906,1,1,,,1,1,1,3,6,4,8,4,13,43
12086010001,1,,,,,,1,1,6,8,5,16,4,42
12086010005,,,,,,1,2,3,6,7,14,15,26,74
12086010006,2,,,1,,,2,5,9,9,20,21,17,86
12086010009,,,,,,,,3,5,12,11,27,16,74
12086010010,,,,,,,1,1,4,12,5,14,4,41
12086010011,,,,,2,1,1,1,3,7,15,8,7,45
12086010012,,,,,,1,,4,4,3,7,7,5,31
12086010013,,,,,,1,1,1,,3,3,8,14,31
12086010015,,,,,1,2,,1,2,10,6,4,13,39
12086010016,,,,,1,1,2,,4,6,3,8,12,37
12086010193,,,,,,,,1,2,1,2,1,7,14
12086010198,,,,,,,1,1,,3,3,2,7,17
12086010201,,,,,,,1,1,1,3,2,4,9,21
12086010204,1,,,,,1,1,1,1,2,11,11,16,45
12086010205,,,,,1,1,,2,4,2,9,17,30,66
12086010207,,,,,,1,,,3,5,5,4,8,26
12086010208,,,,,1,,,1,2,3,6,7,14,34
12086010209,,,,1,,1,1,2,1,4,5,10,8,33
12086010210,,,,,2,,2,3,,8,7,13,9,44
12086010300,1,,,,1,,,1,5,8,13,20,34,83
12086010400,,,,,,,1,,3,3,3,7,13,30
12086010500,9,,,,3,,4,2,2,9,11,9,17,66
12086010604,,,,,,,,2,5,6,9,10,16,48
12086010606,,,,,,,1,2,6,11,6,13,15,54
12086010608,2,,,,,,2,3,3,1,12,17,16,56
12086010609,1,,,,1,,3,,1,1,8,16,16,47
12086010610,,,,,,,1,1,3,10,16,10,50,91
12086010612,,,,,,1,3,1,,2,8,12,10,37
12086010613,,,,,1,,,1,1,2,1,8,6,20
12086010614,,,,,1,1,1,2,2,6,6,12,11,42
12086010617,,,,,,,1,3,3,3,4,3,4,21
12086010703,2,,2,,,,2,,7,10,12,16,15,66
12086010704,1,,,,1,1,1,2,4,6,10,12,14,52
12086010801,2,,,,1,1,,3,2,6,13,9,6,43
12086010802,,,,,1,1,2,,4,8,5,8,7,36
12086010900,,,,1,,2,2,1,7,6,6,4,7,36
12086011001,1,,,,,,2,2,4,9,8,19,9,54
12086011003,,,,,,,,,3,2,4,8,9,26
12086011005,,,,,,,1,3,4,2,4,7,9,30
12086011007,3,,1,,,1,1,3,5,5,5,9,7,40
12086011008,,,,1,,,1,,2,1,4,,4,13
12086011009,1,,,,2,,,1,2,5,2,7,4,24
12086011101,2,,1,,1,1,3,1,3,11,6,14,15,58
12086011102,,,,,,,1,1,2,9,7,16,13,49
12086011201,,,,,,1,1,3,1,7,7,7,9,36
12086011202,1,,,,,1,1,3,6,5,14,11,9,51
12086011300,3,1,1,,2,1,4,2,8,11,11,9,10,63
12086011401,1,1,,,1,1,2,3,10,15,19,18,14,85
12086011403,2,,,,,,2,4,7,12,9,14,10,60
12086011404,,1,,,2,1,1,1,4,8,5,11,4,38
12086011500,2,,,,,1,1,2,4,8,13,8,11,51
12086011600,,,1,,1,1,,,,1,4,12,8,28
12086011700,,,,,,1,,2,3,7,4,5,13,35
12086011800,,,,,,,,1,1,3,5,5,9,24
12086011900,,,,,,,3,,1,4,9,9,13,39
12086012000,1,,1,,,,2,2,,6,1,2,4,19
12086012100,,,,,1,1,,5,5,9,8,11,13,53
12086012200,,,,,,,,1,2,3,8,15,17,46
12086012300,,,,1,,2,,,2,2,6,7,10,30
12086012400,,,,,,1,,,2,3,10,21,11,48
12086012500,,1,,,,,2,,1,9,11,12,19,55
12086012600,,,,,,1,,,2,2,3,11,11,30
12086012700,1,,,,1,,1,2,3,1,4,15,18,46
12086012800,,,,,,,,,2,3,6,20,30,61
12086012900,,,,,,,,1,2,2,5,11,14,35
12086013000,,,,,,,1,1,1,3,4,8,18,36
12086013100,1,,,,,,,1,,1,6,11,13,33
12086013200,,,,,,,,,2,2,5,5,9,23
12086013300,,,,,1,,1,,3,2,8,7,6,28
12086013400,,,,,,,2,1,1,1,8,10,6,29
12086013500,2,,,,,,1,,1,2,8,16,18,48
12086013600,,,,,,,2,,1,2,9,19,12,45
12086013700,1,,,,,1,,,1,1,8,16,21,49
12086013800,1,,,,,1,1,,3,5,4,15,11,41
12086013900,2,,,,,,1,,1,4,8,11,9,36
12086014000,,,,,,,,,,,,,,
12086014100,,,,,,,,,,1,3,,,4
12086014200,,,,,,,,1,3,4,3,14,22,47
12086014300,,,,,,,,,1,4,2,6,11,24
12086014400,1,,,,,,2,1,1,4,3,7,7,26
12086014500,,,,,,1,2,,3,3,9,16,17,51
12086014600,,,,,1,,1,,2,1,7,15,26,53
12086014700,,,,,,,1,3,2,6,11,12,25,60
12086014800,,1,,,,1,1,1,4,3,8,14,19,52
12086014900,1,,,,,,,1,,3,8,14,18,45
12086015000,,,,,,,1,,2,6,6,8,39,62
12086015100,,,,,,,2,,3,8,5,12,16,46
12086015200,,,,,,,1,,1,2,4,15,11,34
12086015300,,,,,1,,,,2,1,10,9,15,38
12086015400,,,,,,2,1,3,,2,8,12,18,46
12086015500,,,,1,,1,,,5,5,7,20,41,80
12086015600,,,,,,,,1,1,1,1,4,5,13
12086015700,,,,,,,,,,1,5,5,8,19
12086015800,,1,,,,1,,2,3,5,8,10,14,44
12086015900,,,,,,,,1,3,2,4,11,17,38
12086016000,,,,,,,1,,1,6,9,9,13,39
12086016100,,,,,,,,,2,3,8,8,13,34
12086016200,,,,,,,1,1,2,4,2,8,15,33
12086016300,,,,,,,,,1,1,11,9,13,35
12086016400,,,,,1,1,,1,1,5,2,11,19,41
12086016500,,,,,,,1,,4,8,6,12,11,42
12086016600,,,,,,,,1,1,2,5,8,7,24
12086016700,,,,,,,2,1,2,5,8,14,24,56
12086016800,,,,,,1,1,,3,4,5,6,20,40
12086016900,,1,,,,,,2,2,3,2,4,11,26
12086017000,,,,,1,1,,1,4,3,5,13,12,40
12086017100,,,,,,1,1,,3,4,8,10,11,38
12086017200,,,,,,1,,,2,2,6,9,13,33
12086017300,,,,,,,1,,3,5,4,15,10,38
12086017400,1,,,,,2,1,,3,3,12,13,14,49
12086017500,,,,,,,,1,2,4,1,7,11,26
12086017600,,,,1,,,,1,1,2,5,8,5,23
12086017700,,,,,,,,3,,3,6,6,6,24
12086017800,,,,,,,,,,2,2,8,1,13
12086017900,,,,,1,,,1,3,9,10,9,16,49
12086018000,,,,,,2,,,1,5,5,19,15,47
12086018100,1,,,,,,,,,5,8,8,10,32
12086018200,1,,,,,,,1,,3,2,4,1,12
12086018300,,,,,,,3,,1,1,1,2,13,21
12086018400,,,,,,,,,,1,1,4,4,10
12086018500,,,,,1,,,1,,2,4,5,9,22
12086018600,,,,,,,,2,,3,12,11,15,43
12086018700,,,,,,,1,,1,4,3,9,12,30
12086018800,,,,,,,1,1,1,3,6,10,13,35
12086018900,,,,,,,2,,2,4,11,12,15,46
12086019000,1,,,,,1,,2,,2,9,9,19,43
12086019100,,,,,,,1,1,,6,3,11,19,41
12086019200,1,,,,1,,,1,3,2,8,8,8,32
12086019300,1,,,,,,1,,4,7,5,11,6,35
12086019400,,,,,,1,,1,2,4,6,7,4,25
12086019500,1,,,,,1,1,3,2,3,9,13,14,47
12086019600,,,,,,,,,,3,3,6,12,24
12086019700,,,,,,,1,1,,1,6,7,9,25
12086019800,,,,,,,,2,3,7,6,10,17,45
12086019900,,,,,,1,2,1,2,4,14,20,19,63
12086020000,,,,,,,,,,3,9,10,16,38
12086020100,,,,,,1,,1,1,4,5,5,3,20
12086020200,,,,2,,,1,1,2,7,6,12,9,40
12086020300,,,,,,,,,2,3,7,7,7,26
12086490100,,,,,,,,1,2,1,4,4,1,13
12086980300,,,,,,,,,,,,,,
12086980400,,,,,,,,,,,,1,,1
12086980500,,,,,,,,,,1,,,,1
12086980700,,,,,,,1,1,,2,1,,1,6
Total,169,23,23,17,95,159,362,467,"1,109","2,138","3,188","4,975","7,045","19,774"
,169,23,23,17,95,159,362,467,"1,109","2,138","3,188","4,975","7,045","19,774"
