tract,u1,1t4,5t9,10t14,15t19,20t24,25t34,35t44,45t54,55t64,65t74,75t84,85p,Total
12086000412,,,,,,,2,1,4,11,11,18,9,56
12086000413,1,,,,,,1,5,3,7,10,11,5,43
12086000414,,,,,,1,,,,9,4,5,3,22
12086000501,,,,,,1,1,,3,10,11,6,10,42
12086000503,,1,,,,1,3,4,6,9,10,13,6,53
12086000504,,,,,,2,,,4,6,8,7,11,38
12086000505,,,,,,,1,,1,4,9,13,23,51
12086000601,,,,,,,,,,8,7,18,21,54
12086000602,,,,,,,,1,2,3,6,9,19,40
12086000603,,,,,,,,1,4,6,7,17,24,59
12086000604,,,,,,1,,1,4,4,11,23,42,86
12086000605,,,,,,,,1,2,1,10,16,23,53
12086000607,,,,,,1,,1,1,3,8,16,30,60
12086000608,,,,,,,,3,3,7,9,22,30,74
12086000705,,,,,,1,,1,,4,9,12,25,52
12086000706,,,,,,,,,1,5,12,31,44,93
12086000707,1,,,,,1,1,,2,9,11,13,31,69
12086000708,,,,,,,,1,1,2,16,17,25,62
12086000709,,,,,,,,3,3,9,9,13,33,70
12086000710,,,,,,,,2,3,3,7,19,13,47
12086000711,,,,,,,,2,3,6,19,16,23,69
12086000712,,,,,1,,,,,,1,6,5,13
12086000804,,,,,,1,,2,1,4,12,12,21,53
12086000805,,,,,,,3,3,2,5,14,21,31,79
12086000806,,,,,,,,,2,7,8,27,37,81
12086000807,,,,,,,,,1,7,10,13,20,51
12086000808,,,,,,,1,1,2,6,4,17,11,42
12086000901,,,,,1,,,2,5,9,13,19,21,70
12086000902,1,,,,1,,1,3,4,10,21,19,16,76
12086000903,1,,,,,,1,,1,6,6,12,5,32
12086001002,1,,,,,2,4,4,1,8,11,21,12,64
12086001003,1,,,,,1,1,2,3,11,13,21,8,61
12086001004,3,,,,,,2,3,6,15,14,8,15,66
12086001005,,,,,,,,1,,4,9,15,4,33
12086001006,1,,,,,1,1,1,4,5,13,7,7,40
12086001101,,,1,,,,,1,4,12,14,10,10,52
12086001102,,,,,,,1,1,2,1,2,14,9,30
12086001103,,,,,2,,,2,2,1,9,8,3,27
12086001104,,,,,,,,,1,3,3,5,8,20
12086001203,,,,,,,,2,7,9,8,8,7,41
12086001204,,,,,,1,,,1,5,8,19,21,55
12086001205,,,,,,,,1,,4,2,4,8,19
12086001206,,,,,,1,,1,,8,7,15,16,48
12086001301,,,,,,1,2,2,2,5,9,10,11,42
12086001302,,,,,,,,3,1,4,5,9,6,28
12086001401,1,,,,,1,2,2,4,10,10,4,7,41
12086001402,2,,,,,1,2,2,3,11,13,6,5,45
12086001501,,,,,1,1,2,3,3,13,3,4,4,34
12086001502,,,,,,,4,,3,3,9,7,4,30
12086001602,,,,,,,,,3,10,8,15,32,68
12086001603,,,,,,,1,,,3,7,12,20,43
12086001605,,,,,,,,1,1,4,8,21,11,46
12086001606,,,,,,,,,,2,12,15,8,37
12086001701,1,1,,,,1,3,2,4,10,7,9,12,50
12086001702,,,,,,1,,2,3,7,6,4,9,32
12086001703,,,,,,,1,,1,13,8,10,10,43
12086001801,,,,,,,,1,4,10,6,8,12,41
12086001802,1,,,1,,,5,1,3,14,5,5,4,39
12086001803,1,,,,,,1,1,5,8,9,12,8,45
12086001901,2,,,,1,,3,,4,12,6,9,13,50
12086001903,,,,,,1,2,,,7,7,9,3,29
12086001904,,,,,,1,,2,5,12,14,13,10,57
12086002001,2,1,1,,1,,3,2,1,11,8,4,2,36
12086002003,3,,,,1,1,3,,,7,9,6,5,35
12086002004,,,,,,,,1,1,2,7,3,2,16
12086002100,,,,,,,,1,1,1,1,3,6,13
12086002201,,,,,,,2,2,2,6,5,8,48,73
12086002202,,,1,,1,2,1,2,2,3,7,15,12,46
12086002300,,,,,,,,4,6,8,16,9,14,57
12086002402,,1,,,,,2,,4,12,14,13,11,57
12086002403,,,,,,,1,,2,3,3,9,8,26
12086002404,1,,,,,,,2,3,10,12,21,13,62
12086002501,1,,,,,1,2,1,1,10,11,13,6,46
12086002502,,,,,,,1,2,1,6,3,9,3,25
12086002600,2,,,,,1,1,2,,6,6,7,8,33
12086002702,,,,,,,2,,3,1,2,1,4,13
12086002703,,,,,,,1,3,1,3,5,4,7,24
12086002705,,,,,,,1,2,,4,1,1,5,14
12086002706,,,,,,,,5,1,1,1,,3,11
12086002800,,,,,,,1,,,2,,1,,4
12086002900,,,,,,,1,2,6,9,9,10,12,49
12086003001,,,,1,,,,1,1,9,5,13,28,58
12086003003,,,,,,,,1,4,4,3,7,17,36
12086003004,,,,,1,,1,1,3,10,8,12,13,49
12086003100,1,1,,,,,1,4,3,14,7,7,7,45
12086003400,,,,,,,1,1,1,8,5,3,1,20
12086003601,1,,,,,,1,3,2,4,9,9,5,34
12086003602,,,,,,,2,1,4,9,12,17,15,60
12086003702,,,,,,2,,1,4,3,1,3,3,17
12086003703,,,,,,,,,,1,1,,,2
12086003704,,,,,,,1,1,,,2,,2,6
12086003705,,,,,,,1,,1,,1,1,,4
12086003706,,,,,,,,,1,,,,1,2
12086003707,,,,,,,1,,1,1,,2,1,6
12086003801,,,,,1,,,,1,2,6,8,18,36
12086003803,,,,,,,,,3,1,,10,22,36
12086003804,,,,,,,,,1,3,10,6,27,47
12086003906,,,,,,,,,1,1,1,2,9,14
12086003909,,,,,,,,,2,1,6,1,18,28
12086003911,,,,,,,,1,2,1,5,9,11,29
12086003912,,,,,,,,,3,1,4,7,10,25
12086003913,,,,,,,,2,1,3,3,5,8,22
12086003914,,,,,,,,1,1,6,3,6,12,29
12086003915,,1,,,,,,,2,7,7,9,10,36
12086003916,,,,,,,,2,1,2,12,7,7,31
12086003917,,,,,,1,1,1,1,3,11,11,10,39
12086003918,,,,,,,,,,2,4,,5,11
12086003919,1,,,,,,,,1,1,2,2,11,18
12086003921,,,,,,,,,1,1,2,12,11,27
12086003922,,,,,,,,,,,2,4,8,14
12086004000,1,,,,,,,,,3,5,9,14,32
12086004102,1,,,,,,,,,2,3,5,7,18
12086004103,,,,,,,,,2,2,4,11,9,28
12086004105,,,,,,,1,,2,2,2,7,9,23
12086004106,1,,,,,,1,,3,2,3,2,7,19
12086004203,,,1,,,,1,1,1,5,4,3,8,24
12086004204,,,,,,1,1,,1,2,1,3,3,12
12086004205,,,,,,,,,2,,2,1,11,16
12086004206,,,,,,,,,1,,3,3,3,10
12086004301,,,,,,,,,2,,1,1,1,5
12086004303,,,,,,,1,,,1,,1,1,4
12086004304,,,,,,,,,1,,1,2,8,12
12086004403,,,,,,,,,1,1,5,4,6,17
12086004404,,,,,,,,1,1,,,1,6,9
12086004405,,,,,,,1,1,,2,6,4,5,19
12086004406,,,,,1,,,,1,,3,5,3,13
12086004500,,,,,,,1,2,4,2,13,17,27,66
12086004602,,,,,,,,,,,1,2,12,15
12086004605,,,,,1,,,1,1,2,,3,11,19
12086004607,,,,,,,,,1,,1,5,12,19
12086004608,,,,,,,,1,,2,3,5,11,22
12086004701,,,,,,,1,1,,4,7,9,15,37
12086004702,,,,,,,,1,,6,9,10,12,38
12086004703,,,,,,,,2,5,4,10,18,52,91
12086004901,,,,,,,,,,4,4,4,5,18
12086004902,,,,,,,,1,6,6,5,16,34,68
12086005001,,,,,,,3,,4,5,12,30,27,82
12086005002,,,,,,,1,1,1,4,9,19,17,52
12086005102,1,,,,,,,1,3,7,10,11,19,52
12086005103,,,1,,,,1,,,1,3,4,14,24
12086005104,,,,,,,1,2,1,,5,8,9,26
12086005201,,,,,1,,1,1,1,6,3,12,11,36
12086005202,2,,,,,,2,,4,5,11,25,21,70
12086005302,1,,,,,,,,4,8,9,27,43,92
12086005303,,,,,,,2,,3,2,6,5,6,24
12086005304,1,,,,,,2,1,1,6,7,10,6,34
12086005403,,,,,,,,1,,1,,4,5,11
12086005405,,,,,,,1,1,3,2,4,4,9,24
12086005406,2,,,,,,,1,3,5,3,8,17,39
12086005407,,,,,1,,,1,1,,3,8,20,34
12086005409,,,,,,,,,,4,5,6,12,27
12086005410,,,,,,,,,1,5,3,5,10,24
12086005501,,,,,,1,2,,4,2,11,17,28,65
12086005502,,,,,1,,,2,2,5,9,22,26,67
12086005600,,,,,,,,,1,5,8,11,20,45
12086005701,1,,,,,,,,1,6,11,18,34,71
12086005703,,,,,1,,,1,2,5,6,21,36,72
12086005704,,,,,,,2,1,4,5,11,21,30,74
12086005801,2,,,,,,,,1,9,6,15,42,75
12086005802,1,,,,1,,1,1,6,7,13,32,44,106
12086005901,1,,,,,,,,2,5,3,12,24,47
12086005902,,,,,,,1,,1,5,5,7,37,56
12086005903,,,,,,1,1,2,,7,6,10,31,58
12086005904,1,,,,,,,,1,5,5,8,26,46
12086006001,,,,,,,,,1,4,8,14,35,62
12086006002,,,,,,,,,1,4,11,14,29,59
12086006101,,,,,,,1,,5,2,2,6,26,42
12086006102,,,,1,,,2,,2,5,7,5,31,53
12086006201,,,,,,,,,2,1,4,7,13,27
12086006203,,,,,,,,,,1,1,9,21,32
12086006205,,,,,,,,1,2,3,5,7,5,23
12086006206,,,,,,,,,1,3,6,6,14,30
12086006301,,,,,,,,,3,7,6,24,27,67
12086006302,,,,,,,1,,1,3,8,14,29,56
12086006401,1,,,,,,,1,,5,2,5,13,27
12086006402,,,,,,,,,1,1,5,2,12,21
12086006403,,,,,,,,,,,7,10,20,37
12086006501,,,,,,,,,1,2,4,6,10,23
12086006503,,,,,,,1,,,,3,11,9,24
12086006504,,,,,,,,,,1,1,3,12,17
12086006601,,,,,,,,1,2,3,5,24,29,64
12086006602,,,,,,1,,2,1,5,8,8,12,37
12086006702,1,,,,,,,2,1,3,2,8,8,25
12086006705,,,,,,,,,,,1,3,9,13
12086006706,,,,,,,,,,1,2,6,6,15
12086006707,,,,,,,,,1,3,1,1,3,9
12086006709,,,,,,,,,,,,1,,1
12086006711,,,,,,,1,,,3,1,1,,6
12086006713,,,,,,,,,,,1,,1,2
12086006714,,,,,,,1,,,,2,3,4,10
12086006801,,,,,,,,,,1,3,1,11,16
12086006802,,,,,,,,,,3,8,11,37,59
12086006900,,,,,,,2,2,4,6,7,13,27,61
12086007001,,1,,1,,,,2,2,5,13,18,40,82
12086007002,,,,1,,,,1,4,6,10,16,31,69
12086007101,,,,,,1,,,,4,1,9,8,23
12086007103,,,,,,,,,1,,1,,2,4
12086007104,,,,,,,,,1,2,2,1,2,8
12086007200,,,,,,,1,3,3,7,3,5,7,29
12086007300,,,,,,,,,2,2,4,5,12,25
12086007400,,,,,1,,,,1,4,6,8,29,49
12086007501,,,,,,,,,,3,1,3,7,14
12086007503,,,,,,,,,,,,1,6,7
12086007601,,,,,,,,1,1,5,2,4,14,27
12086007603,,,,,1,,1,,1,7,3,11,4,28
12086007604,,,,,,,1,,1,5,2,6,20,35
12086007605,1,,,,,,,,1,2,2,2,6,14
12086007606,,1,,,1,,,1,,4,4,14,20,45
12086007701,,,,,,,,1,1,5,11,12,36,66
12086007702,1,1,,,,,,1,2,3,7,12,40,67
12086007704,,1,,,,,,1,2,3,7,8,11,33
12086007705,,,,,,,1,,,2,5,7,17,32
12086007801,,,,,,,,,1,,2,,2,5
12086007804,,,,,,,,2,1,2,3,13,21,42
12086007805,,,,,1,,,,3,3,3,11,19,40
12086007806,,,,,,,,,,1,4,4,12,21
12086007807,,,,,1,,1,,2,3,4,9,7,27
12086007901,,,,,,1,,,,1,3,7,16,28
12086007902,,,,,,,1,,,1,2,2,13,19
12086008000,,,,,,1,1,1,1,1,4,7,18,34
12086008101,,,,,,,1,,1,2,1,7,4,16
12086008102,,,,,,,,,2,5,6,6,9,28
12086008202,,,,,,1,,,,4,3,7,9,24
12086008205,,,,,,,,1,,4,2,6,11,24
12086008206,,,,,,,,,,1,2,8,15,26
12086008207,,,,,,,,1,,1,4,7,7,20
12086008208,,,,,,,,,,6,12,13,11,42
12086008209,1,,,,,,1,,,,4,7,10,23
12086008304,,1,1,,,,1,2,5,15,20,26,36,107
12086008305,,,,,,,1,1,1,1,6,11,13,34
12086008306,,,,,,,3,,1,7,10,14,15,50
12086008307,,,,,,,1,1,1,4,11,14,9,41
12086008308,,,,1,,,1,3,3,6,9,12,14,49
12086008309,1,,,,1,1,,1,3,11,12,6,8,44
12086008405,,,,,,,,2,2,4,8,14,15,45
12086008407,,,,,,,,1,2,2,8,17,33,63
12086008409,,,,,,,,1,2,6,5,6,9,29
12086008410,,,,,,,,,2,3,7,9,18,39
12086008412,,,,,,,1,,3,5,9,22,68,108
12086008414,,,1,,,,2,1,3,2,9,9,12,39
12086008415,,,,,,,1,,2,4,3,4,15,29
12086008416,,,,,,,,1,2,1,4,9,15,32
12086008417,,,,,,,,1,1,,6,17,19,44
12086008418,,,,,,,1,,1,,2,2,6,12
12086008419,,,,,,,,,2,3,7,9,18,39
12086008501,,1,,,,,1,,,6,6,31,37,82
12086008502,1,,1,,,,,2,,,8,15,24,51
12086008601,,,,,,,2,1,2,5,10,14,22,56
12086008602,,,,,,,,1,1,3,3,17,24,49
12086008701,,,,,,,1,1,4,4,10,16,19,55
12086008702,,,,,,1,,,,7,7,18,34,67
12086008803,,1,,,,,1,1,2,3,7,14,27,56
12086008804,,,,,,,2,,2,4,8,37,49,102
12086008805,,,,,,,,,1,6,6,17,22,52
12086008806,,,,,,,,,1,3,3,17,28,52
12086008901,,,,,1,,1,,,5,6,18,50,81
12086008902,,,,,,,1,2,3,8,10,22,57,103
12086008904,,,,,,1,,,,,,,1,2
12086008906,,,,,,,,,1,3,7,14,23,48
12086008907,,,,,,1,1,,1,3,1,11,27,45
12086009006,,,,,,,,2,3,8,15,28,46,102
12086009010,,,,,,1,1,,1,1,2,4,6,16
12086009014,,,,,,,1,2,2,1,6,9,8,29
12086009015,1,,,,,,,1,2,11,3,7,33,58
12086009017,,,,,1,,,1,3,9,8,16,23,61
12086009019,,,,,,,,,1,3,3,18,23,48
12086009020,,,,,,,,,2,1,7,6,5,21
12086009021,,,,,,,1,1,,1,5,14,14,36
12086009022,,,,,,,,,,1,2,2,7,12
12086009023,1,,,,,,,2,2,6,7,8,11,37
12086009024,,,,,,,1,,1,3,1,8,4,18
12086009026,,,,,,,,1,1,,4,7,10,23
12086009027,,,,,,,,,1,3,2,1,8,15
12086009028,,,,,,,,,1,2,8,9,10,30
12086009029,1,,,,,,,1,2,2,2,7,16,31
12086009030,,,,,,,1,3,,4,2,9,11,30
12086009031,,,,,,,,,1,1,1,,2,5
12086009034,,,,,1,,,2,4,3,8,7,16,41
12086009035,1,,,,,,,,2,,5,6,6,20
12086009036,,,1,,,1,,1,2,3,4,5,4,21
12086009038,,,,,,,,1,,1,4,5,2,13
12086009039,1,,,,,,,,,,1,1,5,8
12086009040,1,,,,,,1,,,1,3,4,3,13
12086009043,,1,,,,,,,,1,1,6,1,10
12086009044,,,,,,,,,1,,1,2,2,6
12086009046,,,,,,,,,,1,,,,1
12086009047,,,,,,,,1,,,,,,1
12086009100,,,,,,,,,2,4,9,12,12,39
12086009200,,,,,,,,2,2,2,4,10,19,39
12086009305,,,,,,1,,1,,1,9,12,19,43
12086009306,,,,,,,,3,,5,5,15,20,48
12086009307,,,,2,,,,2,6,5,8,5,10,38
12086009308,,,,,,,,,3,5,7,24,21,60
12086009309,,,,,,,3,1,2,5,9,15,20,55
12086009311,,,,,1,,1,2,1,4,6,25,26,66
12086009312,,,,,,,1,,2,2,2,3,8,18
12086009313,,,,,1,,,,3,4,7,13,14,42
12086009314,,,,,,,2,,1,,12,7,15,37
12086009315,,,,,,,,1,,1,8,23,57,90
12086009400,,,,,,,2,,2,8,12,14,7,45
12086009501,,,1,,,,3,2,2,8,6,5,8,35
12086009503,,,,,,,1,2,8,9,8,9,5,42
12086009504,1,,,,,,2,,2,5,10,7,7,34
12086009600,,,,,,1,3,,6,14,27,19,23,93
12086009703,,,,,,,1,1,1,3,3,4,5,18
12086009704,,,,,,,,,2,6,6,12,21,47
12086009705,,,,,,,,,2,3,5,9,18,37
12086009706,,,,,,,,,1,2,5,3,10,21
12086009803,,,,,,1,1,,2,5,3,6,4,22
12086009804,,,,,,,,1,2,3,4,4,5,19
12086009806,,,,,,,,,1,6,7,3,6,23
12086009807,,,,,,,,,2,4,8,7,4,25
12086009808,,,,,,,,1,3,4,12,15,13,48
12086009901,,,,,1,,,1,6,4,10,10,8,40
12086009903,,,,1,1,,4,,4,3,9,6,12,40
12086009904,,1,,,,1,3,2,4,2,3,3,,19
12086009905,,,,,,2,2,1,3,5,4,6,12,35
12086009906,3,,,,,,2,,1,5,4,9,8,32
12086010001,,1,,,1,,3,2,2,12,9,17,11,58
12086010005,2,,,,,1,1,,2,10,15,31,19,81
12086010006,3,,,,,,3,2,4,7,12,17,11,59
12086010009,2,,,,1,,2,2,3,10,18,20,18,76
12086010010,,,,,,,3,,5,7,7,16,4,42
12086010011,5,,,,,,3,5,6,9,10,11,6,55
12086010012,,,,,,,1,1,4,8,13,8,4,39
12086010013,,1,,,,,2,2,,4,3,7,6,25
12086010015,,,,,,,2,3,5,4,5,7,3,29
12086010016,,,,,,,,,2,5,3,10,5,25
12086010193,,,,,,,,,,2,1,1,3,7
12086010198,1,,,,,,,1,,3,4,3,10,22
12086010201,1,,,,,,1,2,3,5,3,14,7,36
12086010204,,,,,1,,1,1,1,7,7,11,16,45
12086010205,,,,,,1,,,1,5,10,19,26,62
12086010207,1,,,,,,,2,3,2,13,8,10,39
12086010208,,,,,2,,,1,3,5,5,10,11,37
12086010209,,,,,,2,1,,2,7,2,7,8,29
12086010210,,,,,,2,1,1,2,6,10,10,9,41
12086010300,,,,,1,3,2,,3,10,12,20,17,68
12086010400,1,,,1,,,2,,2,6,5,5,6,29
12086010500,2,1,2,,,2,6,5,7,8,14,17,19,83
12086010604,,,,,,1,,,1,5,5,14,12,38
12086010606,,,,,,,,2,7,4,8,13,12,46
12086010608,1,,,,,,,2,2,6,5,10,3,29
12086010609,1,,,,,,,,5,3,7,13,14,43
12086010610,,,,,,,,1,3,1,5,17,43,70
12086010612,3,,,,,,1,1,2,5,14,13,15,54
12086010613,1,,,,,,1,2,2,6,17,14,11,54
12086010614,,,,,1,2,,1,6,6,7,11,7,41
12086010617,1,1,,,,,,1,1,5,5,2,3,19
12086010703,1,,,,1,2,1,5,7,19,11,22,16,85
12086010704,,2,,,,,1,1,4,8,8,15,9,48
12086010801,1,1,,,,,1,2,4,7,14,10,8,48
12086010802,1,1,,,,,2,2,6,8,10,7,7,44
12086010900,,,,,,1,2,3,3,6,4,8,5,32
12086011001,1,,,,,3,,1,3,10,10,13,6,47
12086011003,,,,,,,,2,4,2,8,6,5,27
12086011005,,,,,,1,2,2,7,3,9,8,9,41
12086011007,4,,,,,1,,2,2,5,8,13,31,66
12086011008,,,,,,,1,,,1,6,3,4,15
12086011009,,,,,,,,1,3,2,4,4,3,17
12086011101,,,,,,1,1,2,1,7,11,9,6,38
12086011102,,,,,,,1,2,4,8,10,10,14,49
12086011201,,,,,1,,3,2,2,7,14,9,13,51
12086011202,1,1,,,,2,,3,3,7,8,14,11,50
12086011300,2,,,,1,1,5,3,7,8,21,12,5,65
12086011401,1,,,,,,1,3,6,16,18,29,20,94
12086011403,1,,,,,1,2,2,5,9,9,16,14,59
12086011404,,,,,,3,,,5,5,10,5,2,30
12086011500,,,,,,1,,2,5,6,11,16,14,55
12086011600,1,,,,,1,2,1,,2,12,9,5,33
12086011700,,,,,,1,2,2,1,6,5,9,6,32
12086011800,,,,,,,,1,1,4,5,8,6,25
12086011900,,1,,,1,2,,1,,2,4,9,11,31
12086012000,,,,,,,,2,2,2,6,4,5,21
12086012100,1,,,1,1,,,3,6,5,9,12,10,48
12086012200,,,,,,1,1,1,1,6,9,12,14,45
12086012300,2,,,,,,1,2,2,4,4,12,13,40
12086012400,,,,,,,1,,1,5,10,10,23,50
12086012500,,,,,,,,1,5,8,7,14,28,63
12086012600,,,,,,,1,1,3,2,5,11,16,39
12086012700,,,,,1,1,1,,1,5,4,11,15,39
12086012800,1,,,,,,,,1,4,9,16,26,57
12086012900,,,,,,,,,1,3,7,10,7,28
12086013000,1,,,,1,,,,1,3,6,18,11,41
12086013100,,,,,,,,2,1,4,4,8,7,26
12086013200,,,,,,,,,,1,4,14,13,32
12086013300,,,,,,,,1,1,6,8,16,6,38
12086013400,,,,,,,,,3,6,4,8,10,31
12086013500,1,,,,,,,1,2,2,8,13,17,44
12086013600,2,,,,1,,,,2,3,5,15,16,44
12086013700,,,,,,,,,1,3,8,18,24,54
12086013800,1,,,,,1,2,,3,2,4,9,9,31
12086013900,1,,,,,,2,1,2,4,6,11,12,39
12086014000,,,,,,,,,,,,,,
12086014100,,,,,,,,,2,,,1,1,4
12086014200,1,,,,,,2,,1,4,5,10,23,46
12086014300,,,,,,,,,1,3,2,9,11,26
12086014400,,1,,,,,,1,,1,6,6,7,22
12086014500,1,,,,,,,,2,4,4,13,19,43
12086014600,,,,,,1,,1,1,,6,14,30,53
12086014700,,,,,,,,1,1,4,9,20,23,58
12086014800,,,,,,,2,1,1,5,14,13,17,53
12086014900,1,,,,,,,,1,6,7,12,15,42
12086015000,,,,,,1,,1,1,8,11,30,48,100
12086015100,1,,,,,,1,1,4,7,9,10,22,55
12086015200,,,,,,2,,2,,2,5,12,13,36
12086015300,,,,,,,1,,,4,6,15,31,57
12086015400,,,,,,1,1,2,,3,10,19,26,62
12086015500,,,,,,1,1,1,2,3,7,20,27,62
12086015600,,,,,,,1,1,3,2,6,5,6,24
12086015700,,,,,1,1,,1,1,2,6,9,7,28
12086015800,,,,,,,,1,5,6,5,14,23,54
12086015900,,,,,,,1,,2,3,4,12,15,37
12086016000,,,,,,,1,1,,3,9,14,14,42
12086016100,,,,,,,,,,,4,5,19,28
12086016200,,,,,1,,,,1,6,4,10,18,40
12086016300,,,,,,,,,2,3,4,10,14,33
12086016400,1,,,,1,,,,2,5,1,13,10,33
12086016500,,,,,,1,2,,1,2,8,7,22,43
12086016600,,,,,,,1,,1,4,5,6,12,29
12086016700,,,,,,1,,3,2,2,4,14,21,47
12086016800,,,,,,,,,,2,4,6,10,22
12086016900,,,1,,,,,,1,3,2,9,11,27
12086017000,,,,,1,,,,1,4,2,4,15,27
12086017100,,,,,,,,,4,5,6,6,20,41
12086017200,,,,,,,,1,1,3,3,2,13,23
12086017300,,,,,,,,,1,3,7,14,11,36
12086017400,1,,,,,,2,,,3,6,15,17,44
12086017500,,,,,,,1,1,,1,1,11,9,24
12086017600,,1,,,,,1,,2,3,5,5,10,27
12086017700,1,,,,,,,,3,2,3,6,6,21
12086017800,1,,,,,,2,,,2,4,6,5,20
12086017900,1,1,,,,,2,1,7,8,6,15,16,57
12086018000,,,,,,,1,1,5,5,1,23,25,61
12086018100,,,,,,,,,,3,3,7,8,21
12086018200,,,,,,,,,,4,,3,4,11
12086018300,,,,,,1,,,1,,3,4,6,15
12086018400,,,1,,,,,,1,3,2,1,6,14
12086018500,,,,,,,,1,1,,6,3,8,19
12086018600,,,,,,,2,,1,5,6,6,15,35
12086018700,,,,,,,,,2,2,6,8,20,38
12086018800,,,,,,,1,1,1,4,5,6,19,37
12086018900,1,,,,,1,,1,4,1,6,14,15,43
12086019000,,,,,1,,1,1,2,5,12,10,19,51
12086019100,,,,,,,1,1,1,5,6,14,13,41
12086019200,,,,,,,,,3,3,9,11,7,33
12086019300,,,,,,,,,2,3,5,7,14,31
12086019400,,,,,,,2,1,,1,3,12,8,27
12086019500,,,,,,,,3,1,2,8,9,9,32
12086019600,,,,,,,,1,3,4,,7,11,26
12086019700,,,,,,,,1,1,1,7,9,11,30
12086019800,,,,,1,,1,3,4,9,7,11,19,55
12086019900,2,,,,1,1,,,5,6,12,16,18,61
12086020000,,,,,1,,,,5,9,5,8,23,51
12086020100,,,,,,2,1,,1,4,3,13,10,34
12086020200,,,,,,,,,1,3,3,9,17,33
12086020300,,,,,,,,1,2,2,5,11,9,30
12086490100,,,,,,,,,,1,2,7,4,14
12086980300,,,,,1,,,,,,,,,1
12086980400,,,,,,,,,,,,,,
12086980500,,,,,,,,,,,,1,1,2
12086980700,1,1,,,,,,,2,,2,1,,7
Total,142,31,14,15,64,117,349,435,968,"2,202","3,219","5,027","7,138","19,724"
,142,31,14,15,64,117,349,435,968,"2,202","3,219","5,027","7,138","19,724"
