tract,u1,1t4,5t9,10t14,15t19,20t24,25t34,35t44,45t54,55t64,65t74,75t84,85p,Total
12086006709,,,,,,1,,1,,,1,,,3
12086006711,,,,,,,,1,,1,3,1,1,7
12086006713,,,,,,,,,,1,1,,1,3
12086006714,,,,,,,,,,,3,3,4,10
12086006801,,,,,1,,,,,3,1,10,9,24
12086006802,,,,,,,,2,,2,5,18,26,53
12086006900,,,,,,,1,2,1,2,8,15,28,57
12086007001,,,,,1,,1,,,6,12,21,30,71
12086007002,1,,,,1,,2,1,2,4,13,16,26,66
12086007101,,,,,,,,3,3,4,6,5,4,25
12086007103,,,,,,,,,2,2,4,1,3,12
12086007104,,,,,,,,,2,1,2,2,2,9
12086007200,,,,,,,,1,1,4,7,4,4,21
12086007300,,1,,,,,,1,,3,6,8,6,25
12086007400,,,,,1,,1,,2,2,8,5,27,46
12086007501,,,,,1,,,,,2,4,6,15,28
12086007503,,,,,,,2,,,1,,1,3,7
12086007601,,,,,,,,1,,1,2,4,11,19
12086007603,,,,,,,1,1,2,5,6,14,3,32
12086007604,2,,,,,,1,1,1,4,10,6,6,31
12086007605,,,,,,,1,,2,3,2,8,6,22
12086007606,3,,,,,,,2,2,3,3,14,20,47
12086007701,,,,,,1,,,3,4,5,12,39,64
12086007702,,,,,,,,,5,3,10,19,33,70
12086007704,,,,,1,,,,1,1,3,3,8,17
12086007705,,,,,,,,,1,4,4,8,14,31
12086007801,,,,,,,,,,2,1,1,,4
12086007804,2,,,,,,,,4,3,4,13,18,44
12086007805,,,,,,,1,,1,1,6,6,19,34
12086007806,,,,,,,,,1,2,1,5,13,22
12086007807,,,,,,,,,2,4,2,3,11,22
12086007901,,,,,,,,,,3,4,10,16,33
12086007902,,,,,,,,,1,2,,6,10,19
12086008000,,,,,,,,1,,4,5,11,18,39
12086008101,,,,,,,,,1,3,2,4,4,14
12086008102,,,,,,,,,1,,1,4,11,17
12086008202,,,,,,,,1,,3,4,9,11,28
12086008205,,,,,,,,1,,3,4,8,16,32
12086008206,,,,1,,,,,,3,4,7,7,22
12086008207,,1,,,,,,,1,8,3,8,18,39
12086008208,,,,,,,,,3,10,11,12,8,44
12086008209,,,,,1,,2,2,,3,1,13,13,35
12086008304,3,,,,,1,2,1,6,11,18,25,32,99
12086008305,,,,,,,,1,1,1,3,8,14,28
12086008306,,,,,,,1,,6,10,13,18,19,67
12086008307,,,,,,1,,1,5,9,17,11,8,52
12086008308,1,,,,,,1,1,3,3,6,12,13,40
12086008309,,,,,,,1,2,6,15,6,10,8,48
12086008405,1,,,,1,1,,1,1,1,12,6,17,41
12086008407,,,,,,,3,,1,4,5,20,20,53
12086008409,,,,,,,2,,2,4,8,9,17,42
12086008410,,,,,,,1,2,3,3,8,16,14,47
12086008412,,,,,,,,3,1,3,3,19,90,119
12086008414,,1,,1,,1,,2,2,2,10,11,14,44
12086008415,,,,,,,,,,3,5,8,11,27
12086008416,,,,,,,,1,,1,5,9,22,38
12086008417,1,1,,,,,,,1,1,5,8,21,38
12086008418,,,,,,,,,1,2,2,4,8,17
12086008419,,,,,,1,,,2,4,5,7,10,29
12086008501,2,,,,,,,1,3,3,10,24,42,85
12086008502,,,,,,,,1,,2,3,11,21,38
12086008601,,,,,,,1,1,2,3,5,12,24,48
12086008602,,,,,,,1,,3,2,6,16,29,57
12086008701,,,,,,,2,2,1,5,9,17,22,58
12086008702,,,,,,,1,,,7,5,15,22,50
12086008803,,,,,,,,1,1,1,7,18,36,64
12086008804,1,,,,1,1,,,3,2,11,37,44,100
12086008805,,,2,,,,1,1,3,4,5,13,21,50
12086008806,,,,,1,,,,2,1,6,10,16,36
12086008901,,,,,,1,1,,,5,10,20,38,75
12086008902,1,,,,,,,1,,2,7,23,43,77
12086008906,1,,,,,1,2,,1,3,5,14,32,59
12086008907,,,,,,1,,,,3,7,10,22,43
12086009006,1,,,,,,,1,6,6,12,26,59,111
12086009010,,,,,,,,1,3,3,3,5,12,27
12086009014,,,,,,,,,3,2,2,1,7,15
12086009015,,,,,,,,1,2,1,5,10,17,36
12086009017,1,1,,,1,,1,,3,6,11,18,11,53
12086009019,,,,,,,,1,1,3,5,9,22,41
12086009020,,,,,,,1,1,2,3,2,6,9,24
12086009021,,,,1,1,,1,,1,1,4,9,15,33
12086009022,,,,,,,,,,2,3,2,8,15
12086009023,,,,,,,,,1,4,7,12,14,38
12086009024,,,,,,,,,2,,3,4,5,14
12086009026,,,,,,,,,2,2,6,8,14,32
12086009027,,,,,,,,1,2,3,6,5,11,28
12086009028,,,,,,,,1,1,,4,9,9,24
12086009029,,,,,,,,,2,2,,6,14,24
12086009030,,,,,,,,,2,2,3,10,11,28
12086009031,,,,,,,1,,2,1,1,3,6,14
12086009034,,,,,,,,1,3,3,8,20,6,41
12086009035,,,,,,,3,,3,3,1,7,7,24
12086009036,,,,,,,,1,,2,3,6,,12
12086009038,,,1,,1,1,1,1,2,3,1,2,2,15
12086009039,,,1,,,,1,1,4,,2,5,4,18
12086009040,,,,1,,1,,,1,1,4,1,4,13
12086009043,,,,,,,,,2,2,2,1,1,8
12086009044,,,,,,,,1,,,1,1,4,7
12086009046,,,,,,,,,1,,,,,1
12086009047,1,,,,,,,,,,,,1,2
12086009100,,,,,,,,,2,6,10,13,20,51
12086009200,,,,,,,,2,,3,11,12,19,47
12086009305,,,,,,,,,2,6,7,13,17,45
12086009306,1,,,,,,1,1,3,4,9,17,35,71
12086009307,1,,,,1,,,,4,3,6,15,19,49
12086009308,2,,,,,,1,,3,10,6,21,18,61
12086009309,,,,,,,,,3,5,11,24,35,78
12086009311,1,,,,,,3,2,3,4,8,12,25,58
12086009312,,,,,1,,,1,1,3,3,7,11,27
12086009313,,,,,,,2,1,1,3,10,10,14,41
12086009314,2,,,,,,,1,,2,7,12,13,37
12086009315,,,,,,1,1,2,,1,5,16,36,62
12086009400,,,,,,3,,,8,4,11,18,6,50
12086009501,1,,,1,2,,2,,2,8,5,5,1,27
12086009503,,,,,1,,3,1,1,3,6,14,10,39
12086009504,1,,,,,1,,,2,7,4,11,10,36
12086009600,1,,,,,,4,,5,13,22,25,18,88
12086009703,,,,,,,,1,1,2,5,8,8,25
12086009704,,,,,,,,,1,6,14,7,28,56
12086009705,,,,,,,1,,1,3,6,11,15,37
12086009706,,,,,,,,1,1,,5,7,3,17
12086009803,1,,,,,,2,1,,4,6,5,6,25
12086009804,1,,,,,1,,,2,4,9,3,10,30
12086009806,,,,,,,,1,1,1,3,6,4,16
12086009807,,,,,,,,1,2,4,10,9,4,30
12086009808,,,,,,,1,,5,5,11,14,20,56
12086009901,4,1,,,,,1,1,3,7,12,12,14,55
12086009903,,,,,,3,1,,4,8,10,14,14,54
12086009904,,,,,,,3,,1,3,5,4,1,17
12086009905,4,,,,1,,1,1,4,9,14,10,8,52
12086009906,2,,,,,,,,2,8,9,3,11,35
12086010001,,,1,,,,3,3,2,3,13,16,18,59
12086010005,1,,,,,,,,2,8,13,23,25,72
12086010006,,1,,,,1,1,4,3,11,16,11,17,65
12086010009,1,,,,,,1,2,13,12,12,15,18,74
12086010010,2,,,,1,1,1,1,5,3,9,14,14,51
12086010011,,1,,,,,1,2,6,7,13,9,10,49
12086010012,,,,,2,1,2,4,2,10,5,8,5,39
12086010013,1,,,,,,1,3,4,5,5,8,10,37
12086010015,1,,,,,,1,2,5,7,12,9,14,51
12086010016,,,,,,,1,,1,6,9,10,11,38
12086010193,,,,,,,1,,2,,3,3,12,21
12086010198,,,,,,,1,1,,1,1,5,10,19
12086010201,,,,,,,2,1,4,2,7,7,5,28
12086010204,,,,,,1,1,3,3,6,8,12,16,50
12086010205,,,,,1,,1,,2,7,8,14,36,69
12086010207,2,,,1,,,,2,,7,5,6,7,30
12086010208,1,,,,,1,1,2,6,3,6,6,16,42
12086010209,1,,,,,,,1,,5,9,7,14,37
12086010210,1,,,,,,3,4,1,2,8,7,7,33
12086010300,1,,,1,,2,,2,6,9,12,18,16,67
12086010400,,,1,,,,,,1,4,7,4,16,33
12086010500,1,,,,3,2,3,5,4,17,18,22,17,92
12086010604,,,,,,,,1,3,4,9,6,16,39
12086010606,,,,,,1,2,,4,4,8,12,22,53
12086010608,,,,,,,1,1,2,7,11,13,9,44
12086010609,,,,,,,1,1,2,3,9,14,7,37
12086010610,1,,,,,1,,,2,4,9,11,36,64
12086010612,,,,,,,2,1,4,6,8,7,19,47
12086010613,1,,,,,,,1,1,9,9,18,15,54
12086010614,,,,,,1,1,6,4,7,7,9,9,44
12086010617,,1,,,1,2,,2,1,3,6,3,3,22
12086010703,2,,,,1,1,4,1,7,17,11,25,27,96
12086010704,,,,,1,1,7,2,6,11,15,13,12,68
12086010801,1,,,,,,2,4,3,8,9,5,6,38
12086010802,1,,,1,,,4,2,4,8,13,5,4,42
12086010900,,,,1,,1,,1,3,9,7,14,6,42
12086011001,,,,,,,1,,6,11,16,10,10,54
12086011003,,1,,,1,,,2,7,5,2,9,8,35
12086011005,1,,1,,,1,3,2,3,7,5,8,10,41
12086011007,,,,1,1,1,2,1,4,8,11,17,30,76
12086011008,,,,,1,,,1,3,2,1,3,6,17
12086011009,,,,,,,,3,3,5,1,7,4,23
12086011101,1,,,,,2,2,1,3,10,6,3,10,38
12086011102,,,,,,1,,2,2,4,9,14,12,44
12086011201,,,1,,,1,1,2,5,3,8,5,11,37
12086011202,3,,,,1,1,2,2,7,3,7,10,10,46
12086011300,2,,,,1,4,3,11,8,15,11,13,12,80
12086011401,2,,,,,2,4,5,7,17,17,20,19,93
12086011403,4,,,,,1,4,3,9,2,12,16,7,58
12086011404,,,1,,,,1,2,,7,4,5,3,23
12086011500,,,,,,,2,1,3,7,13,17,14,57
12086011600,,,,,1,2,2,,,6,8,5,11,35
12086011700,,,,,,1,,2,,6,3,5,16,33
12086011800,,,,,,,1,,2,,3,5,9,20
12086011900,,1,,,,,,1,1,2,5,12,16,38
12086012000,,,,,,1,,4,2,8,4,6,6,31
12086012100,1,,,,,,1,1,5,6,12,16,15,57
12086012200,,1,,,,,2,,4,3,3,10,9,32
12086012300,,,,,1,,,,2,4,4,13,16,40
12086012400,,,,,,1,,,3,7,11,18,20,60
12086012500,,,,,1,1,1,,2,6,9,17,17,54
12086012600,,,,,,1,1,,1,4,6,11,18,42
12086012700,,,,,,1,1,1,5,4,10,14,17,53
12086012800,,,,,1,,,,4,2,10,17,33,67
12086012900,,,,,,1,2,,1,2,5,12,10,33
12086013000,,,,,,,,2,3,6,9,14,9,43
12086013100,,,,,,,,1,3,4,4,7,7,26
12086013200,,,,,,,1,1,3,1,5,7,20,38
12086013300,,,,,,1,,,2,7,5,9,13,37
12086013400,,,,,,,1,,1,,3,6,15,26
12086013500,,,,,,,2,1,3,3,5,12,14,40
12086013600,,,,,,,,1,2,7,4,8,17,39
12086013700,,,,,,,,2,,3,9,13,27,54
12086013800,,,,,,,,1,1,4,5,10,11,32
12086013900,,,,,,,1,2,1,3,9,11,13,40
12086014000,,,,,,,,,,,,,,
12086014100,,,,,,,,,,1,1,3,2,7
12086014200,,,,,,,1,,,3,5,11,11,31
12086014300,,,,,,,1,,1,,5,5,14,26
12086014400,,,,,,,,,4,3,6,7,11,31
12086014500,1,,,,,,,,2,3,7,7,22,42
12086014600,1,,,,,,3,1,,11,12,8,20,56
12086014700,1,,,,1,1,,,4,5,6,12,27,57
12086014800,,,,,,,1,,3,6,7,13,13,43
12086014900,,,,,,,1,,2,1,4,15,20,43
12086015000,,,,,,,,,2,5,7,13,36,63
12086015100,,,,,,,1,,,3,10,11,17,42
12086015200,,,,,,,,,3,3,8,11,24,49
12086015300,,,,,,2,2,2,1,4,13,16,15,55
12086015400,,,,,,,,1,1,3,5,17,23,50
12086015500,,,,,1,,,,1,9,12,25,37,85
12086015600,,,,,,,1,,3,1,4,5,6,20
12086015700,,,,,,,,1,3,2,2,2,7,17
12086015800,,,,,,,1,1,3,6,7,10,20,48
12086015900,,,,,,,,1,,1,6,10,11,29
12086016000,,,,,,,3,,,2,8,12,16,41
12086016100,,,,,,,1,,,4,1,4,15,25
12086016200,,,,,,,,,1,3,3,6,9,22
12086016300,,,,,,,1,,,1,8,11,15,36
12086016400,,,1,,,1,,,,3,4,10,19,38
12086016500,1,,,,,1,1,1,1,1,2,11,9,28
12086016600,,,,,,,,1,1,4,3,12,13,34
12086016700,,,,,,,1,,1,,4,7,22,35
12086016800,,,,,,,1,,1,2,3,10,14,31
12086016900,,,,,,,,2,1,2,2,7,5,19
12086017000,,,,,,,,1,2,1,10,7,15,36
12086017100,,,,,,,,,2,5,6,11,16,40
12086017200,,,,,,,,1,1,6,5,16,13,42
12086017300,1,,,,,,,1,3,1,7,12,10,35
12086017400,,,,,,,,1,3,,9,10,16,39
12086017500,,,,,,,,,1,2,6,6,9,24
12086017600,,,,,,,,,1,1,6,8,16,32
12086017700,,,,,,,1,,2,2,3,5,6,19
12086017800,,,,,,,1,,1,3,2,7,10,24
12086017900,,,,,1,,,,3,5,6,19,21,55
12086018000,1,,,,,1,2,1,,2,4,20,23,54
12086018100,,,,,,,,,,4,3,5,9,21
12086018200,,,,,,,,1,1,,2,3,5,12
12086018300,,,,,,1,1,,,,3,2,18,25
12086018400,,,,,1,,,,2,3,5,5,7,23
12086018500,,,,,,,,,2,4,6,4,11,27
12086018600,1,,,,,1,1,1,1,2,7,12,16,42
12086018700,,,,,,,,2,,4,9,11,16,42
12086018800,,,,,,1,1,,1,3,7,13,11,37
12086018900,1,,,,,,2,1,,4,9,9,18,44
12086019000,,,,,1,,,1,,3,3,13,17,38
12086019100,,,,,,,,2,2,1,4,12,14,35
12086019200,,,,,,,,,2,2,11,10,17,42
12086019300,1,,,,,,,2,3,3,6,11,10,36
12086019400,1,,,,,,,1,1,2,4,4,9,22
12086019500,1,,,,,,,,3,4,8,10,13,39
12086019600,1,,,,1,,,1,1,2,8,8,4,26
12086019700,,,,,,,,,2,3,3,9,12,29
12086019800,,,,,1,,1,3,1,2,8,8,19,43
12086019900,,,,,,,2,,2,6,5,5,16,36
12086020000,,,,,,,,1,1,4,10,19,11,46
12086020100,,,,,,,1,1,,6,1,8,12,29
12086020200,,,,,1,,,1,1,2,6,9,7,27
12086020300,,,,,,,,,2,3,5,8,12,30
12086490100,,,,,,,,1,1,2,4,2,8,18
12086980500,,,,,,,,,,,,,,
12086980700,,,,,,,,,2,2,1,,,5
Total,140,24,21,20,74,141,368,469,"1,046","2,186","3,293","4,862","7,175","19,819"
,140,24,21,20,74,141,368,469,"1,046","2,186","3,293","4,862","7,175","19,819"
